Time,Node,PortIndex,IrnRtxByte
+1000100000.0ns,h28,0,0
+1000100000.0ns,h29,0,0
+1000100000.0ns,h30,0,0
+1000100000.0ns,h31,0,0
+1000100000.0ns,h32,0,0
+1000200000.0ns,h1,0,0
+1000200000.0ns,h2,0,0
+1000200000.0ns,h3,0,0
+1000200000.0ns,h4,0,0
+1000200000.0ns,h5,0,0
+1000200000.0ns,h6,0,0
+1000200000.0ns,h7,0,0
+1000200000.0ns,h8,0,0
+1000200000.0ns,h9,0,0
+1000200000.0ns,h10,0,0
+1000200000.0ns,h11,0,0
+1000200000.0ns,h12,0,0
+1000200000.0ns,h13,0,0
+1000200000.0ns,h14,0,0
+1000200000.0ns,h15,0,0
+1000200000.0ns,h16,0,0
+1000200000.0ns,h17,0,0
+1000200000.0ns,h18,0,0
+1000200000.0ns,h19,0,0
+1000200000.0ns,h20,0,0
+1000200000.0ns,h21,0,0
+1000200000.0ns,h22,0,0
+1000200000.0ns,h23,0,0
+1000200000.0ns,h24,0,0
+1000200000.0ns,h25,0,0
+1000200000.0ns,h26,0,0
+1000200000.0ns,h27,0,0
+1000200000.0ns,h28,0,0
+1000200000.0ns,h29,0,0
+1000200000.0ns,h30,0,0
+1000200000.0ns,h31,0,0
+1000200000.0ns,h32,0,0
+1000300000.0ns,h1,0,0
+1000300000.0ns,h2,0,0
+1000300000.0ns,h3,0,0
+1000300000.0ns,h4,0,0
+1000300000.0ns,h5,0,0
+1000300000.0ns,h6,0,0
+1000300000.0ns,h7,0,0
+1000300000.0ns,h8,0,0
+1000300000.0ns,h9,0,0
+1000300000.0ns,h10,0,0
+1000300000.0ns,h11,0,0
+1000300000.0ns,h12,0,0
+1000300000.0ns,h13,0,0
+1000300000.0ns,h14,0,0
+1000300000.0ns,h15,0,0
+1000300000.0ns,h16,0,0
+1000300000.0ns,h17,0,0
+1000300000.0ns,h18,0,0
+1000300000.0ns,h19,0,0
+1000300000.0ns,h20,0,0
+1000300000.0ns,h21,0,0
+1000300000.0ns,h22,0,0
+1000300000.0ns,h23,0,0
+1000300000.0ns,h24,0,0
+1000300000.0ns,h25,0,0
+1000300000.0ns,h26,0,0
+1000300000.0ns,h27,0,0
+1000300000.0ns,h28,0,0
+1000300000.0ns,h29,0,0
+1000300000.0ns,h30,0,0
+1000300000.0ns,h31,0,0
+1000300000.0ns,h32,0,0
+1000400000.0ns,h1,0,0
+1000400000.0ns,h2,0,0
+1000400000.0ns,h3,0,0
+1000400000.0ns,h4,0,0
+1000400000.0ns,h5,0,0
+1000400000.0ns,h6,0,0
+1000400000.0ns,h7,0,0
+1000400000.0ns,h8,0,0
+1000400000.0ns,h9,0,0
+1000400000.0ns,h10,0,0
+1000400000.0ns,h11,0,0
+1000400000.0ns,h12,0,0
+1000400000.0ns,h13,0,0
+1000400000.0ns,h14,0,0
+1000400000.0ns,h15,0,0
+1000400000.0ns,h16,0,0
+1000400000.0ns,h17,0,0
+1000400000.0ns,h18,0,0
+1000400000.0ns,h19,0,0
+1000400000.0ns,h20,0,0
+1000400000.0ns,h21,0,0
+1000400000.0ns,h22,0,0
+1000400000.0ns,h23,0,0
+1000400000.0ns,h24,0,0
+1000400000.0ns,h25,0,0
+1000400000.0ns,h26,0,0
+1000400000.0ns,h27,0,0
+1000400000.0ns,h28,0,0
+1000400000.0ns,h29,0,0
+1000400000.0ns,h30,0,0
+1000400000.0ns,h31,0,0
+1000400000.0ns,h32,0,0
+1000500000.0ns,h1,0,0
+1000500000.0ns,h2,0,0
+1000500000.0ns,h3,0,0
+1000500000.0ns,h4,0,0
+1000500000.0ns,h5,0,0
+1000500000.0ns,h6,0,0
+1000500000.0ns,h7,0,0
+1000500000.0ns,h8,0,0
+1000500000.0ns,h9,0,0
+1000500000.0ns,h10,0,0
+1000500000.0ns,h11,0,0
+1000500000.0ns,h12,0,0
+1000500000.0ns,h13,0,0
+1000500000.0ns,h14,0,0
+1000500000.0ns,h15,0,0
+1000500000.0ns,h16,0,0
+1000500000.0ns,h17,0,0
+1000500000.0ns,h18,0,0
+1000500000.0ns,h19,0,0
+1000500000.0ns,h20,0,0
+1000500000.0ns,h21,0,0
+1000500000.0ns,h22,0,0
+1000500000.0ns,h23,0,0
+1000500000.0ns,h24,0,0
+1000500000.0ns,h25,0,0
+1000500000.0ns,h26,0,0
+1000500000.0ns,h27,0,0
+1000500000.0ns,h28,0,0
+1000500000.0ns,h29,0,0
+1000500000.0ns,h30,0,0
+1000500000.0ns,h31,0,0
+1000500000.0ns,h32,0,0
+1000600000.0ns,h1,0,0
+1000600000.0ns,h2,0,0
+1000600000.0ns,h3,0,0
+1000600000.0ns,h4,0,0
+1000600000.0ns,h5,0,0
+1000600000.0ns,h6,0,0
+1000600000.0ns,h7,0,0
+1000600000.0ns,h8,0,0
+1000600000.0ns,h9,0,0
+1000600000.0ns,h10,0,0
+1000600000.0ns,h11,0,0
+1000600000.0ns,h12,0,0
+1000600000.0ns,h13,0,0
+1000600000.0ns,h14,0,0
+1000600000.0ns,h15,0,0
+1000600000.0ns,h16,0,0
+1000600000.0ns,h17,0,0
+1000600000.0ns,h18,0,0
+1000600000.0ns,h19,0,0
+1000600000.0ns,h20,0,0
+1000600000.0ns,h21,0,0
+1000600000.0ns,h22,0,0
+1000600000.0ns,h23,0,0
+1000600000.0ns,h24,0,0
+1000600000.0ns,h25,0,0
+1000600000.0ns,h26,0,0
+1000600000.0ns,h27,0,0
+1000600000.0ns,h28,0,0
+1000600000.0ns,h29,0,0
+1000600000.0ns,h30,0,0
+1000600000.0ns,h31,0,0
+1000600000.0ns,h32,0,0
+1000700000.0ns,h1,0,0
+1000700000.0ns,h2,0,0
+1000700000.0ns,h3,0,0
+1000700000.0ns,h4,0,0
+1000700000.0ns,h5,0,0
+1000700000.0ns,h6,0,0
+1000700000.0ns,h7,0,0
+1000700000.0ns,h8,0,0
+1000700000.0ns,h9,0,0
+1000700000.0ns,h10,0,0
+1000700000.0ns,h11,0,0
+1000700000.0ns,h12,0,0
+1000700000.0ns,h13,0,0
+1000700000.0ns,h14,0,0
+1000700000.0ns,h15,0,0
+1000700000.0ns,h16,0,0
+1000700000.0ns,h17,0,0
+1000700000.0ns,h18,0,0
+1000700000.0ns,h19,0,0
+1000700000.0ns,h20,0,0
+1000700000.0ns,h21,0,0
+1000700000.0ns,h22,0,0
+1000700000.0ns,h23,0,0
+1000700000.0ns,h24,0,0
+1000700000.0ns,h25,0,0
+1000700000.0ns,h26,0,0
+1000700000.0ns,h27,0,0
+1000700000.0ns,h28,0,0
+1000700000.0ns,h29,0,0
+1000700000.0ns,h30,0,0
+1000700000.0ns,h31,0,0
+1000700000.0ns,h32,0,0
+1000800000.0ns,h1,0,0
+1000800000.0ns,h2,0,0
+1000800000.0ns,h3,0,0
+1000800000.0ns,h4,0,0
+1000800000.0ns,h5,0,0
+1000800000.0ns,h6,0,0
+1000800000.0ns,h7,0,0
+1000800000.0ns,h8,0,0
+1000800000.0ns,h9,0,0
+1000800000.0ns,h10,0,0
+1000800000.0ns,h11,0,0
+1000800000.0ns,h12,0,0
+1000800000.0ns,h13,0,0
+1000800000.0ns,h14,0,0
+1000800000.0ns,h15,0,0
+1000800000.0ns,h16,0,0
+1000800000.0ns,h17,0,0
+1000800000.0ns,h18,0,0
+1000800000.0ns,h19,0,0
+1000800000.0ns,h20,0,0
+1000800000.0ns,h21,0,0
+1000800000.0ns,h22,0,0
+1000800000.0ns,h23,0,0
+1000800000.0ns,h24,0,0
+1000800000.0ns,h25,0,0
+1000800000.0ns,h26,0,0
+1000800000.0ns,h27,0,0
+1000800000.0ns,h28,0,0
+1000800000.0ns,h29,0,0
+1000800000.0ns,h30,0,0
+1000800000.0ns,h31,0,0
+1000800000.0ns,h32,0,0
+1000900000.0ns,h1,0,0
+1000900000.0ns,h2,0,0
+1000900000.0ns,h3,0,0
+1000900000.0ns,h4,0,0
+1000900000.0ns,h5,0,0
+1000900000.0ns,h6,0,0
+1000900000.0ns,h7,0,0
+1000900000.0ns,h8,0,0
+1000900000.0ns,h9,0,0
+1000900000.0ns,h10,0,0
+1000900000.0ns,h11,0,0
+1000900000.0ns,h12,0,0
+1000900000.0ns,h13,0,0
+1000900000.0ns,h14,0,0
+1000900000.0ns,h15,0,0
+1000900000.0ns,h16,0,0
+1000900000.0ns,h17,0,0
+1000900000.0ns,h18,0,0
+1000900000.0ns,h19,0,0
+1000900000.0ns,h20,0,0
+1000900000.0ns,h21,0,0
+1000900000.0ns,h22,0,0
+1000900000.0ns,h23,0,0
+1000900000.0ns,h24,0,0
+1000900000.0ns,h25,0,0
+1000900000.0ns,h26,0,0
+1000900000.0ns,h27,0,0
+1000900000.0ns,h28,0,0
+1000900000.0ns,h29,0,0
+1000900000.0ns,h30,0,0
+1000900000.0ns,h31,0,0
+1000900000.0ns,h32,0,0
+1001000000.0ns,h1,0,0
+1001000000.0ns,h2,0,0
+1001000000.0ns,h3,0,0
+1001000000.0ns,h4,0,0
+1001000000.0ns,h5,0,0
+1001000000.0ns,h6,0,0
+1001000000.0ns,h7,0,0
+1001000000.0ns,h8,0,0
+1001000000.0ns,h9,0,0
+1001000000.0ns,h10,0,0
+1001000000.0ns,h11,0,0
+1001000000.0ns,h12,0,0
+1001000000.0ns,h13,0,0
+1001000000.0ns,h14,0,0
+1001000000.0ns,h15,0,0
+1001000000.0ns,h16,0,0
+1001000000.0ns,h17,0,0
+1001000000.0ns,h18,0,0
+1001000000.0ns,h19,0,0
+1001000000.0ns,h20,0,0
+1001000000.0ns,h21,0,0
+1001000000.0ns,h22,0,0
+1001000000.0ns,h23,0,0
+1001000000.0ns,h24,0,0
+1001000000.0ns,h25,0,0
+1001000000.0ns,h26,0,0
+1001000000.0ns,h27,0,0
+1001000000.0ns,h28,0,0
+1001000000.0ns,h29,0,0
+1001000000.0ns,h30,0,0
+1001000000.0ns,h31,0,0
+1001000000.0ns,h32,0,0
+1001100000.0ns,h1,0,0
+1001100000.0ns,h2,0,0
+1001100000.0ns,h3,0,0
+1001100000.0ns,h4,0,4500
+1001100000.0ns,h5,0,0
+1001100000.0ns,h6,0,0
+1001100000.0ns,h7,0,0
+1001100000.0ns,h8,0,3000
+1001100000.0ns,h9,0,0
+1001100000.0ns,h10,0,0
+1001100000.0ns,h11,0,0
+1001100000.0ns,h12,0,0
+1001100000.0ns,h13,0,3000
+1001100000.0ns,h14,0,0
+1001100000.0ns,h15,0,0
+1001100000.0ns,h16,0,0
+1001100000.0ns,h17,0,0
+1001100000.0ns,h18,0,0
+1001100000.0ns,h19,0,0
+1001100000.0ns,h20,0,0
+1001100000.0ns,h21,0,0
+1001100000.0ns,h22,0,0
+1001100000.0ns,h23,0,0
+1001100000.0ns,h24,0,0
+1001100000.0ns,h25,0,0
+1001100000.0ns,h26,0,0
+1001100000.0ns,h27,0,0
+1001100000.0ns,h28,0,0
+1001100000.0ns,h29,0,0
+1001100000.0ns,h30,0,0
+1001100000.0ns,h31,0,0
+1001100000.0ns,h32,0,0
+1001200000.0ns,h1,0,0
+1001200000.0ns,h2,0,0
+1001200000.0ns,h3,0,0
+1001200000.0ns,h4,0,4500
+1001200000.0ns,h5,0,0
+1001200000.0ns,h6,0,0
+1001200000.0ns,h7,0,0
+1001200000.0ns,h8,0,4500
+1001200000.0ns,h9,0,0
+1001200000.0ns,h10,0,0
+1001200000.0ns,h11,0,0
+1001200000.0ns,h12,0,0
+1001200000.0ns,h13,0,3000
+1001200000.0ns,h14,0,0
+1001200000.0ns,h15,0,0
+1001200000.0ns,h16,0,0
+1001200000.0ns,h17,0,0
+1001200000.0ns,h18,0,0
+1001200000.0ns,h19,0,0
+1001200000.0ns,h20,0,0
+1001200000.0ns,h21,0,0
+1001200000.0ns,h22,0,0
+1001200000.0ns,h23,0,0
+1001200000.0ns,h24,0,0
+1001200000.0ns,h25,0,0
+1001200000.0ns,h26,0,0
+1001200000.0ns,h27,0,0
+1001200000.0ns,h28,0,0
+1001200000.0ns,h29,0,0
+1001200000.0ns,h30,0,0
+1001200000.0ns,h31,0,0
+1001200000.0ns,h32,0,0
+1001300000.0ns,h1,0,0
+1001300000.0ns,h2,0,0
+1001300000.0ns,h3,0,4500
+1001300000.0ns,h4,0,4500
+1001300000.0ns,h5,0,0
+1001300000.0ns,h6,0,1500
+1001300000.0ns,h7,0,0
+1001300000.0ns,h8,0,4500
+1001300000.0ns,h9,0,0
+1001300000.0ns,h10,0,0
+1001300000.0ns,h11,0,0
+1001300000.0ns,h12,0,0
+1001300000.0ns,h13,0,3000
+1001300000.0ns,h14,0,0
+1001300000.0ns,h15,0,0
+1001300000.0ns,h16,0,0
+1001300000.0ns,h17,0,0
+1001300000.0ns,h18,0,0
+1001300000.0ns,h19,0,0
+1001300000.0ns,h20,0,0
+1001300000.0ns,h21,0,0
+1001300000.0ns,h22,0,0
+1001300000.0ns,h23,0,0
+1001300000.0ns,h24,0,0
+1001300000.0ns,h25,0,0
+1001300000.0ns,h26,0,0
+1001300000.0ns,h27,0,0
+1001300000.0ns,h28,0,0
+1001300000.0ns,h29,0,0
+1001300000.0ns,h30,0,0
+1001300000.0ns,h31,0,0
+1001300000.0ns,h32,0,0
+1001400000.0ns,h1,0,0
+1001400000.0ns,h2,0,0
+1001400000.0ns,h3,0,4500
+1001400000.0ns,h4,0,4500
+1001400000.0ns,h5,0,4500
+1001400000.0ns,h6,0,1500
+1001400000.0ns,h7,0,0
+1001400000.0ns,h8,0,4500
+1001400000.0ns,h9,0,4500
+1001400000.0ns,h10,0,0
+1001400000.0ns,h11,0,0
+1001400000.0ns,h12,0,4500
+1001400000.0ns,h13,0,3000
+1001400000.0ns,h14,0,0
+1001400000.0ns,h15,0,0
+1001400000.0ns,h16,0,0
+1001400000.0ns,h17,0,0
+1001400000.0ns,h18,0,0
+1001400000.0ns,h19,0,0
+1001400000.0ns,h20,0,0
+1001400000.0ns,h21,0,0
+1001400000.0ns,h22,0,0
+1001400000.0ns,h23,0,0
+1001400000.0ns,h24,0,0
+1001400000.0ns,h25,0,0
+1001400000.0ns,h26,0,0
+1001400000.0ns,h27,0,0
+1001400000.0ns,h28,0,0
+1001400000.0ns,h29,0,0
+1001400000.0ns,h30,0,0
+1001400000.0ns,h31,0,0
+1001400000.0ns,h32,0,0
+1001500000.0ns,h1,0,0
+1001500000.0ns,h2,0,0
+1001500000.0ns,h3,0,4500
+1001500000.0ns,h4,0,4500
+1001500000.0ns,h5,0,4500
+1001500000.0ns,h6,0,1500
+1001500000.0ns,h7,0,0
+1001500000.0ns,h8,0,4500
+1001500000.0ns,h9,0,4500
+1001500000.0ns,h10,0,0
+1001500000.0ns,h11,0,0
+1001500000.0ns,h12,0,4500
+1001500000.0ns,h13,0,3000
+1001500000.0ns,h14,0,0
+1001500000.0ns,h15,0,0
+1001500000.0ns,h16,0,0
+1001500000.0ns,h17,0,0
+1001500000.0ns,h18,0,0
+1001500000.0ns,h19,0,0
+1001500000.0ns,h20,0,0
+1001500000.0ns,h21,0,0
+1001500000.0ns,h22,0,0
+1001500000.0ns,h23,0,0
+1001500000.0ns,h24,0,0
+1001500000.0ns,h25,0,0
+1001500000.0ns,h26,0,0
+1001500000.0ns,h27,0,0
+1001500000.0ns,h28,0,0
+1001500000.0ns,h29,0,0
+1001500000.0ns,h30,0,0
+1001500000.0ns,h31,0,0
+1001500000.0ns,h32,0,0
+1001600000.0ns,h1,0,0
+1001600000.0ns,h2,0,0
+1001600000.0ns,h3,0,4500
+1001600000.0ns,h4,0,4500
+1001600000.0ns,h5,0,4500
+1001600000.0ns,h6,0,6000
+1001600000.0ns,h7,0,0
+1001600000.0ns,h8,0,4500
+1001600000.0ns,h9,0,4500
+1001600000.0ns,h10,0,7500
+1001600000.0ns,h11,0,0
+1001600000.0ns,h12,0,4500
+1001600000.0ns,h13,0,3000
+1001600000.0ns,h14,0,0
+1001600000.0ns,h15,0,3000
+1001600000.0ns,h16,0,0
+1001600000.0ns,h17,0,0
+1001600000.0ns,h18,0,0
+1001600000.0ns,h19,0,0
+1001600000.0ns,h20,0,0
+1001600000.0ns,h21,0,0
+1001600000.0ns,h22,0,0
+1001600000.0ns,h23,0,0
+1001600000.0ns,h24,0,0
+1001600000.0ns,h25,0,0
+1001600000.0ns,h26,0,0
+1001600000.0ns,h27,0,0
+1001600000.0ns,h28,0,0
+1001600000.0ns,h29,0,0
+1001600000.0ns,h30,0,0
+1001600000.0ns,h31,0,0
+1001600000.0ns,h32,0,0
+1001700000.0ns,h1,0,0
+1001700000.0ns,h2,0,0
+1001700000.0ns,h3,0,4500
+1001700000.0ns,h4,0,4500
+1001700000.0ns,h5,0,4500
+1001700000.0ns,h6,0,6000
+1001700000.0ns,h7,0,0
+1001700000.0ns,h8,0,4500
+1001700000.0ns,h9,0,4500
+1001700000.0ns,h10,0,7500
+1001700000.0ns,h11,0,0
+1001700000.0ns,h12,0,4500
+1001700000.0ns,h13,0,3000
+1001700000.0ns,h14,0,0
+1001700000.0ns,h15,0,3000
+1001700000.0ns,h16,0,0
+1001700000.0ns,h17,0,0
+1001700000.0ns,h18,0,0
+1001700000.0ns,h19,0,0
+1001700000.0ns,h20,0,0
+1001700000.0ns,h21,0,0
+1001700000.0ns,h22,0,0
+1001700000.0ns,h23,0,0
+1001700000.0ns,h24,0,0
+1001700000.0ns,h25,0,0
+1001700000.0ns,h26,0,0
+1001700000.0ns,h27,0,0
+1001700000.0ns,h28,0,0
+1001700000.0ns,h29,0,0
+1001700000.0ns,h30,0,0
+1001700000.0ns,h31,0,0
+1001700000.0ns,h32,0,0
+1001800000.0ns,h1,0,0
+1001800000.0ns,h2,0,0
+1001800000.0ns,h3,0,4500
+1001800000.0ns,h4,0,4500
+1001800000.0ns,h5,0,4500
+1001800000.0ns,h6,0,6000
+1001800000.0ns,h7,0,0
+1001800000.0ns,h8,0,4500
+1001800000.0ns,h9,0,4500
+1001800000.0ns,h10,0,7500
+1001800000.0ns,h11,0,0
+1001800000.0ns,h12,0,4500
+1001800000.0ns,h13,0,3000
+1001800000.0ns,h14,0,0
+1001800000.0ns,h15,0,3000
+1001800000.0ns,h16,0,0
+1001800000.0ns,h17,0,0
+1001800000.0ns,h18,0,0
+1001800000.0ns,h19,0,0
+1001800000.0ns,h20,0,0
+1001800000.0ns,h21,0,0
+1001800000.0ns,h22,0,0
+1001800000.0ns,h23,0,0
+1001800000.0ns,h24,0,0
+1001800000.0ns,h25,0,0
+1001800000.0ns,h26,0,0
+1001800000.0ns,h27,0,0
+1001800000.0ns,h28,0,0
+1001800000.0ns,h29,0,0
+1001800000.0ns,h30,0,0
+1001800000.0ns,h31,0,0
+1001800000.0ns,h32,0,0
+1001900000.0ns,h1,0,0
+1001900000.0ns,h2,0,0
+1001900000.0ns,h3,0,4500
+1001900000.0ns,h4,0,4500
+1001900000.0ns,h5,0,9000
+1001900000.0ns,h6,0,6000
+1001900000.0ns,h7,0,0
+1001900000.0ns,h8,0,4500
+1001900000.0ns,h9,0,4500
+1001900000.0ns,h10,0,7500
+1001900000.0ns,h11,0,0
+1001900000.0ns,h12,0,4500
+1001900000.0ns,h13,0,3000
+1001900000.0ns,h14,0,0
+1001900000.0ns,h15,0,3000
+1001900000.0ns,h16,0,0
+1001900000.0ns,h17,0,0
+1001900000.0ns,h18,0,0
+1001900000.0ns,h19,0,0
+1001900000.0ns,h20,0,0
+1001900000.0ns,h21,0,0
+1001900000.0ns,h22,0,0
+1001900000.0ns,h23,0,0
+1001900000.0ns,h24,0,0
+1001900000.0ns,h25,0,0
+1001900000.0ns,h26,0,0
+1001900000.0ns,h27,0,0
+1001900000.0ns,h28,0,0
+1001900000.0ns,h29,0,0
+1001900000.0ns,h30,0,0
+1001900000.0ns,h31,0,0
+1001900000.0ns,h32,0,0
+1002000000.0ns,h1,0,0
+1002000000.0ns,h2,0,4500
+1002000000.0ns,h3,0,4500
+1002000000.0ns,h4,0,4500
+1002000000.0ns,h5,0,9000
+1002000000.0ns,h6,0,6000
+1002000000.0ns,h7,0,0
+1002000000.0ns,h8,0,4500
+1002000000.0ns,h9,0,4500
+1002000000.0ns,h10,0,7500
+1002000000.0ns,h11,0,0
+1002000000.0ns,h12,0,4500
+1002000000.0ns,h13,0,3000
+1002000000.0ns,h14,0,0
+1002000000.0ns,h15,0,3000
+1002000000.0ns,h16,0,0
+1002000000.0ns,h17,0,0
+1002000000.0ns,h18,0,0
+1002000000.0ns,h19,0,0
+1002000000.0ns,h20,0,0
+1002000000.0ns,h21,0,0
+1002000000.0ns,h22,0,0
+1002000000.0ns,h23,0,0
+1002000000.0ns,h24,0,0
+1002000000.0ns,h25,0,0
+1002000000.0ns,h26,0,0
+1002000000.0ns,h27,0,0
+1002000000.0ns,h28,0,0
+1002000000.0ns,h29,0,0
+1002000000.0ns,h30,0,0
+1002000000.0ns,h31,0,0
+1002000000.0ns,h32,0,0
+1002100000.0ns,h1,0,0
+1002100000.0ns,h2,0,4500
+1002100000.0ns,h3,0,4500
+1002100000.0ns,h4,0,4500
+1002100000.0ns,h5,0,9000
+1002100000.0ns,h6,0,6000
+1002100000.0ns,h7,0,4500
+1002100000.0ns,h8,0,4500
+1002100000.0ns,h9,0,4500
+1002100000.0ns,h10,0,7500
+1002100000.0ns,h11,0,0
+1002100000.0ns,h12,0,4500
+1002100000.0ns,h13,0,3000
+1002100000.0ns,h14,0,0
+1002100000.0ns,h15,0,3000
+1002100000.0ns,h16,0,0
+1002100000.0ns,h17,0,0
+1002100000.0ns,h18,0,0
+1002100000.0ns,h19,0,0
+1002100000.0ns,h20,0,0
+1002100000.0ns,h21,0,0
+1002100000.0ns,h22,0,0
+1002100000.0ns,h23,0,0
+1002100000.0ns,h24,0,0
+1002100000.0ns,h25,0,0
+1002100000.0ns,h26,0,0
+1002100000.0ns,h27,0,0
+1002100000.0ns,h28,0,0
+1002100000.0ns,h29,0,0
+1002100000.0ns,h30,0,0
+1002100000.0ns,h31,0,0
+1002100000.0ns,h32,0,0
+1002200000.0ns,h1,0,0
+1002200000.0ns,h2,0,4500
+1002200000.0ns,h3,0,4500
+1002200000.0ns,h4,0,4500
+1002200000.0ns,h5,0,9000
+1002200000.0ns,h6,0,10500
+1002200000.0ns,h7,0,4500
+1002200000.0ns,h8,0,4500
+1002200000.0ns,h9,0,4500
+1002200000.0ns,h10,0,7500
+1002200000.0ns,h11,0,0
+1002200000.0ns,h12,0,4500
+1002200000.0ns,h13,0,3000
+1002200000.0ns,h14,0,0
+1002200000.0ns,h15,0,3000
+1002200000.0ns,h16,0,0
+1002200000.0ns,h17,0,0
+1002200000.0ns,h18,0,0
+1002200000.0ns,h19,0,0
+1002200000.0ns,h20,0,0
+1002200000.0ns,h21,0,0
+1002200000.0ns,h22,0,0
+1002200000.0ns,h23,0,0
+1002200000.0ns,h24,0,0
+1002200000.0ns,h25,0,0
+1002200000.0ns,h26,0,0
+1002200000.0ns,h27,0,0
+1002200000.0ns,h28,0,0
+1002200000.0ns,h29,0,0
+1002200000.0ns,h30,0,0
+1002200000.0ns,h31,0,0
+1002200000.0ns,h32,0,0
+1002300000.0ns,h1,0,4500
+1002300000.0ns,h2,0,4500
+1002300000.0ns,h3,0,9000
+1002300000.0ns,h4,0,4500
+1002300000.0ns,h5,0,9000
+1002300000.0ns,h6,0,10500
+1002300000.0ns,h7,0,4500
+1002300000.0ns,h8,0,4500
+1002300000.0ns,h9,0,4500
+1002300000.0ns,h10,0,7500
+1002300000.0ns,h11,0,0
+1002300000.0ns,h12,0,7500
+1002300000.0ns,h13,0,3000
+1002300000.0ns,h14,0,0
+1002300000.0ns,h15,0,3000
+1002300000.0ns,h16,0,0
+1002300000.0ns,h17,0,0
+1002300000.0ns,h18,0,0
+1002300000.0ns,h19,0,0
+1002300000.0ns,h20,0,0
+1002300000.0ns,h21,0,0
+1002300000.0ns,h22,0,0
+1002300000.0ns,h23,0,0
+1002300000.0ns,h24,0,0
+1002300000.0ns,h25,0,0
+1002300000.0ns,h26,0,0
+1002300000.0ns,h27,0,0
+1002300000.0ns,h28,0,0
+1002300000.0ns,h29,0,0
+1002300000.0ns,h30,0,0
+1002300000.0ns,h31,0,0
+1002300000.0ns,h32,0,0
+1002400000.0ns,h1,0,4500
+1002400000.0ns,h2,0,4500
+1002400000.0ns,h3,0,9000
+1002400000.0ns,h4,0,4500
+1002400000.0ns,h5,0,9000
+1002400000.0ns,h6,0,10500
+1002400000.0ns,h7,0,4500
+1002400000.0ns,h8,0,4500
+1002400000.0ns,h9,0,4500
+1002400000.0ns,h10,0,7500
+1002400000.0ns,h11,0,0
+1002400000.0ns,h12,0,7500
+1002400000.0ns,h13,0,12000
+1002400000.0ns,h14,0,0
+1002400000.0ns,h15,0,6000
+1002400000.0ns,h16,0,0
+1002400000.0ns,h17,0,0
+1002400000.0ns,h18,0,0
+1002400000.0ns,h19,0,0
+1002400000.0ns,h20,0,0
+1002400000.0ns,h21,0,0
+1002400000.0ns,h22,0,0
+1002400000.0ns,h23,0,0
+1002400000.0ns,h24,0,0
+1002400000.0ns,h25,0,0
+1002400000.0ns,h26,0,0
+1002400000.0ns,h27,0,0
+1002400000.0ns,h28,0,0
+1002400000.0ns,h29,0,0
+1002400000.0ns,h30,0,0
+1002400000.0ns,h31,0,0
+1002400000.0ns,h32,0,0
+1002500000.0ns,h1,0,4500
+1002500000.0ns,h2,0,4500
+1002500000.0ns,h3,0,9000
+1002500000.0ns,h4,0,4500
+1002500000.0ns,h5,0,9000
+1002500000.0ns,h6,0,10500
+1002500000.0ns,h7,0,4500
+1002500000.0ns,h8,0,4500
+1002500000.0ns,h9,0,4500
+1002500000.0ns,h10,0,7500
+1002500000.0ns,h11,0,0
+1002500000.0ns,h12,0,7500
