StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000212113ns,h24,h16,1,1,4400B,0
1000213882ns,h24,h11,1,1,16897B,0
1000214858ns,h19,h7,1,2,23040B,0
1000215814ns,h13,h24,1,3,30432B,0
1000222291ns,h30,h1,1,1,7115B,0
1000224583ns,h31,h9,1,2,92572B,0
1000226795ns,h7,h20,1,1,7028B,0
1000232889ns,h25,h8,1,1,5912B,0
1000235313ns,h25,h12,1,1,7724B,0
1000236743ns,h25,h6,1,1,1735776B,0
1000239586ns,h15,h27,1,1,44801B,0
1000246612ns,h16,h30,1,2,15103B,0
1000252960ns,h15,h18,1,1,1436B,0
1000254743ns,h30,h4,1,1,7314B,0
1000254810ns,h31,h5,1,1,6222B,0
1000255261ns,h16,h24,1,1,7464B,0
1000256546ns,h28,h2,1,1,22324B,0
1000256768ns,h16,h19,1,1,4118B,0
1000260088ns,h12,h17,1,1,10764B,0
1000261115ns,h2,h20,1,1,2043B,0
1000261965ns,h9,h23,1,1,3845B,0
1000262781ns,h29,h4,1,1,15191B,0
1000263766ns,h16,h29,1,1,4892B,0
1000265621ns,h18,h3,1,1,17592B,0
1000265846ns,h4,h28,1,2,1755B,0
1000268422ns,h15,h20,1,1,2553B,0
1000268473ns,h4,h18,1,2,8390B,0
1000271914ns,h13,h17,1,1,789B,0
1000273646ns,h23,h7,1,1,6978B,0
1000275378ns,h15,h22,1,1,37559B,0
1000275820ns,h19,h4,1,1,6635B,0
1000276768ns,h16,h32,1,2,7900B,0
1000277208ns,h1,h23,1,1,465B,0
1000277431ns,h2,h18,1,1,7506B,0
1000279667ns,h27,h1,1,1,7258B,0
1000279770ns,h12,h30,1,1,6996B,0
1000279787ns,h24,h4,1,1,5399B,0
1000280419ns,h11,h25,1,1,5217B,0
1000283680ns,h12,h19,1,2,624333B,0
1000286382ns,h8,h24,1,2,634B,0
1000286453ns,h13,h19,1,2,377B,0
1000289347ns,h1,h26,1,1,114827B,0
1000289847ns,h3,h28,1,1,3226B,0
1000290980ns,h29,h14,1,1,2161B,0
1000292023ns,h5,h22,1,1,3673B,0
1000292803ns,h28,h2,1,2,15624B,0
1000292855ns,h10,h31,1,1,67297B,0
1000297057ns,h6,h18,1,2,397B,0
1000297515ns,h14,h20,1,1,5696B,0
1000300257ns,h26,h13,1,2,1770B,0
1000302412ns,h3,h23,1,1,4264B,0
1000302662ns,h22,h9,1,1,3852B,0
1000302682ns,h23,h12,1,1,7609B,0
1000303500ns,h23,h16,1,1,5045B,0
1000305253ns,h8,h22,1,1,3145B,0
1000311080ns,h12,h23,1,1,6371B,0
1000311424ns,h18,h2,1,1,686B,0
1000314138ns,h12,h22,1,1,1760B,0
1000321305ns,h3,h22,1,1,1169315B,0
1000321458ns,h6,h27,1,1,3477B,0
1000321989ns,h21,h9,1,1,5117B,0
1000326408ns,h14,h20,1,2,10771B,0
1000326515ns,h5,h31,1,2,21229B,0
1000327533ns,h1,h22,1,1,46412B,0
1000330042ns,h9,h17,1,1,2955B,0
1000332020ns,h8,h32,1,2,7831B,0
1000332095ns,h12,h30,1,2,125726B,0
1000332696ns,h29,h10,1,1,1012B,0
1000332985ns,h18,h12,1,1,7862B,0
1000339315ns,h10,h29,1,1,22381B,0
1000339414ns,h10,h25,1,2,4976B,0
1000344189ns,h21,h5,1,1,4184B,0
1000345848ns,h13,h17,1,2,7176B,0
1000347590ns,h20,h15,1,1,5841B,0
1000347856ns,h28,h3,1,2,3049B,0
1000349851ns,h6,h27,1,2,6094B,0
1000350453ns,h2,h18,1,2,5560B,0
1000353380ns,h10,h25,1,3,6937B,0
1000353524ns,h24,h5,1,1,6414B,0
1000355509ns,h14,h24,1,1,4709B,0
1000356436ns,h22,h16,1,1,5105B,0
1000360231ns,h30,h12,1,1,21121B,0
1000361385ns,h15,h26,1,1,4186B,0
1000363743ns,h13,h28,1,1,6863B,0
1000364205ns,h12,h21,1,2,216B,0
1000364517ns,h15,h26,1,2,11471B,0
1000367629ns,h32,h13,1,1,4921B,0
1000367690ns,h29,h14,1,2,797B,0
1000370807ns,h21,h3,1,1,4445B,0
1000375738ns,h15,h17,1,1,4093B,0
1000378973ns,h28,h7,1,1,99218B,0
1000383826ns,h12,h27,1,2,5062B,0
1000387175ns,h24,h6,1,1,4506B,0
1000388373ns,h10,h24,1,2,5122B,0
1000391856ns,h22,h8,1,1,86925B,0
1000391984ns,h23,h15,1,2,7495B,0
1000393214ns,h1,h29,1,1,7386B,0
1000393499ns,h9,h30,1,1,9650B,0
1000394975ns,h19,h2,1,1,5371B,0
1000401790ns,h18,h13,1,1,5599B,0
1000402286ns,h13,h30,1,1,7643B,0
1000402510ns,h11,h18,1,1,26B,0
1000405361ns,h2,h22,1,1,3354B,0
1000407117ns,h9,h31,1,1,4908B,0
1000407985ns,h13,h19,1,3,4087B,0
1000411371ns,h29,h9,1,1,7527B,0
1000411634ns,h24,h6,1,2,5290B,0
1000413926ns,h20,h15,1,2,27249B,0
1000414246ns,h8,h32,1,3,6928B,0
1000414400ns,h8,h17,1,1,5599B,0
1000416664ns,h32,h2,1,1,5494B,0
1000419143ns,h26,h16,1,2,8682B,0
1000424701ns,h21,h11,1,1,5632B,0
1000425871ns,h26,h10,1,2,7741B,0
1000427340ns,h24,h15,1,1,816B,0
1000428447ns,h12,h18,1,1,5867B,0
1000429506ns,h10,h30,1,1,4258B,0
1000431199ns,h30,h7,1,1,2750B,0
1000432978ns,h21,h3,1,2,6577B,0
1000434638ns,h14,h21,1,1,6229B,0
1000435561ns,h31,h1,1,1,6870B,0
1000436223ns,h29,h13,1,1,12448B,0
1000438101ns,h30,h14,1,1,28620B,0
1000440700ns,h16,h27,1,1,6292B,0
1000440719ns,h9,h17,1,2,4715B,0
1000441109ns,h31,h7,1,1,6053B,0
1000448938ns,h25,h1,1,1,16478B,0
1000449926ns,h12,h17,1,2,27183B,0
1000450473ns,h31,h4,1,1,17024B,0
1000457226ns,h29,h7,1,1,3279B,0
1000465806ns,h32,h4,1,2,1959073B,0
1000467354ns,h18,h7,1,1,7489B,0
1000467682ns,h14,h26,1,1,1456B,0
1000467840ns,h15,h25,1,1,10347B,0
1000468580ns,h18,h6,1,1,1069500B,0
1000470396ns,h14,h20,1,3,5491B,0
1000477549ns,h30,h16,1,1,7882B,0
1000478346ns,h31,h13,1,1,4750B,0
1000482191ns,h13,h19,1,4,3724B,0
1000484320ns,h7,h17,1,1,9770B,0
1000484997ns,h13,h25,1,2,41B,0
1000486051ns,h6,h31,1,1,18698B,0
1000487061ns,h11,h20,1,1,6584B,0
1000487143ns,h32,h9,1,1,1705B,0
1000494383ns,h26,h5,1,1,2074B,0
1000496545ns,h20,h12,1,1,7629B,0
1000497051ns,h25,h4,1,1,26962B,0
1000500126ns,h22,h5,1,1,4438B,0
1000501846ns,h27,h9,1,1,483015B,0
1000502648ns,h1,h17,1,1,1747B,0
1000503232ns,h1,h18,1,1,23762B,0
1000513938ns,h1,h18,1,2,5446B,0
1000515362ns,h22,h7,1,1,1419B,0
1000518484ns,h5,h25,1,1,4392B,0
1000518722ns,h12,h27,1,3,5933B,0
1000519767ns,h28,h12,1,1,15034B,0
1000521427ns,h3,h18,1,1,24967B,0
1000522021ns,h18,h16,1,1,2327B,0
1000522689ns,h17,h15,1,1,6520B,0
1000524178ns,h3,h30,1,1,7642B,0
1000527012ns,h20,h12,1,2,5017B,0
1000527533ns,h8,h22,1,2,26671B,0
1000527970ns,h23,h7,1,2,4424B,0
1000533723ns,h18,h13,1,2,324B,0
1000540459ns,h1,h26,1,2,709B,0
1000542553ns,h15,h17,1,2,7904B,0
1000543486ns,h16,h21,1,1,6844B,0
1000545720ns,h12,h21,1,3,86128B,0
1000545787ns,h15,h25,1,2,70200B,0
1000546530ns,h3,h27,1,1,37386B,0
1000547535ns,h25,h11,1,1,732B,0
1000550593ns,h15,h28,1,1,12002B,0
1000550680ns,h23,h3,1,1,8647B,0
1000555710ns,h6,h27,1,3,7682B,0
1000556430ns,h16,h18,1,1,9421B,0
1000557526ns,h23,h2,1,1,31677B,0
1000558379ns,h1,h25,1,1,7550B,0
1000558773ns,h21,h6,1,2,5237B,0
1000558984ns,h4,h21,1,1,6667B,0
1000559692ns,h27,h10,1,2,3625B,0
1000559850ns,h20,h12,1,3,7092B,0
1000561216ns,h26,h13,1,3,155B,0
1000562617ns,h24,h5,1,2,2634B,0
1000564016ns,h13,h26,1,1,4899B,0
1000568541ns,h11,h20,1,2,14843B,0
1000569924ns,h9,h32,1,1,9852B,0
1000573578ns,h25,h8,1,2,4941B,0
1000574746ns,h7,h18,1,1,7381B,0
1000576241ns,h18,h10,1,1,718B,0
1000579528ns,h8,h22,1,3,2858B,0
1000580280ns,h3,h19,1,1,723001B,0
1000583131ns,h28,h10,1,2,4520B,0
1000583981ns,h8,h29,1,2,5430B,0
1000584717ns,h26,h11,1,2,6758B,0
1000585232ns,h26,h10,1,3,4554B,0
1000585621ns,h15,h30,1,2,6150B,0
1000586065ns,h3,h20,1,1,4089B,0
1000586307ns,h21,h4,1,1,841B,0
1000588107ns,h8,h32,1,4,3132B,0
1000591583ns,h29,h16,1,1,6538B,0
1000594132ns,h12,h27,1,4,1236B,0
1000596211ns,h20,h11,1,2,5502B,0
1000598441ns,h16,h20,1,1,4857B,0
1000601375ns,h5,h32,1,1,5602B,0
1000601630ns,h4,h20,1,1,1733B,0
1000604372ns,h25,h16,1,1,36138B,0
1000617298ns,h22,h14,1,1,6114B,0
1000617964ns,h26,h2,1,1,21638B,0
1000621145ns,h5,h26,1,2,321626B,0
1000622279ns,h26,h11,1,3,4988B,0
1000624985ns,h3,h21,1,3,6158B,0
1000626251ns,h20,h6,1,1,8525B,0
1000630096ns,h12,h29,1,1,5704B,0
1000630161ns,h21,h3,1,3,4627B,0
1000633480ns,h15,h19,1,1,10993B,0
1000634366ns,h9,h19,1,1,30328B,0
1000635697ns,h31,h7,1,2,47674B,0
1000638333ns,h27,h8,1,1,7435B,0
1000638439ns,h21,h2,1,1,5264B,0
1000638509ns,h31,h13,1,2,243545B,0
1000639509ns,h32,h1,1,1,7540B,0
1000641270ns,h25,h4,1,2,1148B,0
1000642845ns,h18,h13,1,3,1477B,0
1000645599ns,h8,h26,1,1,12054B,0
1000646330ns,h22,h15,1,1,1066B,0
1000648856ns,h31,h16,1,2,136B,0
1000649397ns,h24,h7,1,1,5421B,0
1000649551ns,h9,h30,1,2,6503B,0
1000653935ns,h32,h3,1,3,5894B,0
1000654343ns,h21,h12,1,1,6241B,0
1000656329ns,h8,h24,1,3,7073B,0
1000659842ns,h30,h9,1,1,7889B,0
1000659901ns,h24,h6,1,3,5674B,0
1000661870ns,h14,h30,1,1,5201B,0
1000665536ns,h20,h7,1,1,1185125B,0
1000665950ns,h29,h12,1,1,4273B,0
1000666661ns,h15,h20,1,2,13964B,0
1000672322ns,h25,h3,1,2,5745B,0
1000673749ns,h28,h1,1,1,5116B,0
1000677709ns,h23,h15,1,3,1113B,0
1000680636ns,h10,h23,1,1,25327B,0
1000681415ns,h15,h20,1,3,8695B,0
1000683601ns,h9,h32,1,2,31725B,0
1000685357ns,h24,h13,1,2,5921B,0
1000687718ns,h24,h9,1,3,7868B,0
1000688452ns,h2,h23,1,1,2074B,0
1000689893ns,h28,h2,1,3,5457B,0
1000694538ns,h18,h7,1,2,3615B,0
1000698219ns,h24,h5,1,3,734B,0
1000699785ns,h4,h20,1,2,89010B,0
1000701056ns,h8,h23,1,1,3766B,0
1000701447ns,h26,h15,1,1,2553B,0
1000703979ns,h12,h29,1,2,3453B,0
1000704902ns,h23,h12,1,2,5285B,0
1000705937ns,h26,h5,1,2,6740B,0
1000706992ns,h14,h20,1,4,2639B,0
1000707866ns,h2,h32,1,1,1201423B,0
1000708566ns,h26,h5,1,3,798914B,0
1000709573ns,h26,h13,1,4,2588B,0
1000709762ns,h12,h30,1,3,5526B,0
1000710578ns,h2,h32,1,2,7894B,0
1000710685ns,h20,h11,1,3,27611B,0
1000711022ns,h13,h32,1,2,6299B,0
1000712201ns,h6,h32,1,1,44911B,0
1000721221ns,h20,h7,1,2,4805B,0
1000722033ns,h2,h24,1,1,6326B,0
1000723667ns,h14,h17,1,1,6327B,0
1000728430ns,h32,h11,1,1,7809B,0
1000733448ns,h11,h27,1,1,3523B,0
1000733856ns,h25,h11,1,2,7288B,0
1000736007ns,h12,h18,1,2,3816B,0
1000738460ns,h29,h5,1,1,4958B,0
1000751405ns,h5,h25,1,2,117859B,0
1000755406ns,h24,h5,1,4,31076B,0
1000767204ns,h20,h13,1,1,17950B,0
1000769311ns,h14,h26,1,2,618B,0
1000777553ns,h3,h32,1,1,2588B,0
1000780818ns,h13,h19,1,5,4238B,0
1000782296ns,h20,h3,1,1,14460B,0
1000782591ns,h4,h18,1,3,21879B,0
1000784210ns,h32,h3,1,4,7056B,0
1000785081ns,h17,h8,1,1,9826B,0
1000790154ns,h28,h5,1,1,16155B,0
1000791725ns,h21,h2,1,2,1157B,0
1000795054ns,h9,h26,1,1,1476B,0
1000802898ns,h1,h17,1,2,26189B,0
1000802913ns,h1,h31,1,2,687B,0
1000807666ns,h11,h27,1,2,3926B,0
1000808648ns,h8,h22,1,4,708B,0
1000814828ns,h7,h21,1,1,266B,0
1000815334ns,h18,h15,1,1,22142B,0
1000816047ns,h1,h28,1,1,4875B,0
1000816379ns,h32,h13,1,2,2803B,0
1000819266ns,h7,h18,1,2,2596B,0
1000819441ns,h14,h19,1,2,7688B,0
1000822633ns,h30,h3,1,1,143128B,0
1000825336ns,h20,h14,1,1,6382B,0
1000826836ns,h30,h7,1,2,31414B,0
1000827849ns,h8,h26,1,2,6360B,0
1000828744ns,h12,h30,1,4,6978B,0
1000831045ns,h26,h16,1,3,7883B,0
1000831339ns,h15,h29,1,1,15930B,0
1000831615ns,h27,h8,1,2,12613B,0
1000833732ns,h15,h17,1,3,1331529B,0
1000834780ns,h26,h1,1,1,11850B,0
1000835741ns,h30,h6,1,1,33130B,0
1000837244ns,h3,h26,1,1,3595B,0
1000837762ns,h23,h9,1,1,6645B,0
1000839965ns,h32,h11,1,2,7191B,0
1000840792ns,h25,h3,1,3,19179B,0
1000841268ns,h5,h32,1,2,6185B,0
1000842810ns,h17,h9,1,1,14943B,0
1000848495ns,h23,h10,1,1,5376B,0
1000849977ns,h8,h30,1,1,7086B,0
1000851645ns,h23,h13,1,1,23337B,0
1000853555ns,h7,h29,1,1,15435B,0
1000853895ns,h11,h18,1,2,7696B,0
1000855713ns,h7,h22,1,2,4B,0
1000862377ns,h23,h5,1,1,3174B,0
1000865021ns,h9,h24,1,1,6398B,0
1000866995ns,h27,h10,1,3,4217B,0
1000869652ns,h23,h11,1,1,1144B,0
1000873319ns,h2,h18,1,3,24727B,0
1000874778ns,h17,h2,1,1,79105B,0
1000875421ns,h25,h16,1,2,4635B,0
1000877998ns,h15,h30,1,3,5545B,0
1000882345ns,h19,h5,1,1,16638B,0
1000884969ns,h4,h32,1,2,1086B,0
1000890209ns,h16,h19,1,2,7558B,0
1000891602ns,h8,h21,1,1,2221B,0
1000892322ns,h20,h12,1,4,4499B,0
1000894830ns,h27,h14,1,1,19868B,0
1000895054ns,h13,h18,1,1,968B,0
1000895459ns,h10,h31,1,2,626B,0
1000896337ns,h21,h13,1,1,5629B,0
1000900283ns,h8,h31,1,1,6269B,0
1000901272ns,h23,h2,1,2,25286B,0
1000903138ns,h5,h20,1,1,9760B,0
1000904348ns,h10,h32,1,2,7839B,0
1000909869ns,h24,h5,1,5,2640B,0
1000910447ns,h3,h17,1,1,1061341B,0
1000914786ns,h28,h2,1,4,5571B,0
1000915255ns,h31,h5,1,2,7305B,0
1000916721ns,h11,h27,1,3,5360B,0
1000917112ns,h9,h20,1,2,820B,0
1000917169ns,h16,h28,1,1,6088B,0
1000918329ns,h30,h7,1,3,2640B,0
1000918850ns,h17,h13,1,1,566B,0
1000920722ns,h7,h32,1,1,7354B,0
1000923514ns,h19,h4,1,2,7462B,0
1000925844ns,h7,h18,1,3,1836B,0
1000926500ns,h19,h15,1,1,6764B,0
1000928051ns,h14,h27,1,1,5014B,0
1000928964ns,h31,h4,1,2,5332B,0
1000938514ns,h6,h26,1,2,13917B,0
1000939419ns,h22,h5,1,2,6256B,0
1000939591ns,h15,h29,1,2,28199B,0
1000943846ns,h18,h10,1,2,7291B,0
1000944592ns,h12,h20,1,1,6056B,0
1000950263ns,h18,h7,1,3,7483B,0
1000950394ns,h4,h18,1,4,4938B,0
1000955502ns,h15,h29,1,3,2168B,0
1000955564ns,h9,h31,1,2,7917B,0
1000958076ns,h30,h12,1,2,7394B,0
1000958307ns,h3,h23,1,2,14769B,0
1000958453ns,h27,h15,1,1,2217B,0
1000964919ns,h26,h12,1,1,39407B,0
1000966180ns,h3,h19,1,2,15525B,0
1000967350ns,h20,h2,1,1,44745B,0
1000970041ns,h19,h2,1,2,26780B,0
1000971274ns,h2,h32,1,3,7904B,0
1000978106ns,h2,h25,1,1,16673B,0
1000979063ns,h10,h17,1,1,6503B,0
1000981897ns,h30,h7,1,4,14553B,0
1000983936ns,h30,h8,1,1,3299B,0
1000991197ns,h9,h19,1,2,14316B,0
1000994750ns,h27,h14,1,2,5860B,0
1000994881ns,h22,h10,1,1,12527B,0
1000996662ns,h13,h20,1,1,5954B,0
1000996750ns,h27,h5,1,1,14839B,0
1001003314ns,h1,h30,1,1,1314B,0
1001005172ns,h19,h14,1,1,778B,0
1001005311ns,h8,h19,1,1,62943B,0
1001008662ns,h1,h20,1,2,6220B,0
1001009575ns,h16,h30,1,3,31411B,0
1001009940ns,h19,h3,1,2,82732B,0
1001010323ns,h6,h20,1,1,7778B,0
1001010594ns,h19,h14,1,2,6960B,0
1001010611ns,h1,h21,1,1,3767B,0
1001014767ns,h25,h1,1,2,1630B,0
1001015392ns,h1,h31,1,3,18157B,0
1001015449ns,h28,h14,1,1,29415B,0
1001016363ns,h11,h30,1,2,14126B,0
1001018553ns,h24,h1,1,1,8449B,0
1001019504ns,h26,h16,1,4,5649B,0
1001020766ns,h17,h11,1,1,4656B,0
1001021237ns,h17,h9,1,2,1978B,0
1001022640ns,h30,h3,1,2,5699B,0
1001024272ns,h30,h12,1,3,6910B,0
1001028100ns,h26,h3,1,2,51012B,0
1001030433ns,h28,h4,1,2,64898B,0
1001030639ns,h1,h28,1,2,5610B,0
1001033906ns,h15,h17,1,4,1730B,0
1001034418ns,h8,h28,1,1,13734B,0
1001037531ns,h16,h28,1,2,10959B,0
1001037839ns,h5,h22,1,2,535B,0
1001038435ns,h1,h17,1,3,5879B,0
1001043178ns,h29,h8,1,1,7950B,0
1001043969ns,h28,h12,1,2,525B,0
1001046649ns,h16,h19,1,3,47249B,0
1001049225ns,h4,h21,1,2,117219B,0
1001051360ns,h17,h7,1,2,10136B,0
1001055105ns,h21,h1,1,1,1370B,0
1001056505ns,h12,h23,1,2,1226B,0
1001061519ns,h15,h20,1,4,5123B,0
1001063937ns,h23,h1,1,1,512B,0
1001065727ns,h10,h26,1,1,5024B,0
1001066607ns,h28,h12,1,3,173B,0
1001067031ns,h9,h17,1,3,239553B,0
1001067847ns,h1,h24,1,1,18094B,0
1001068405ns,h21,h5,1,2,1230B,0
1001068596ns,h15,h22,1,2,30172B,0
1001075305ns,h2,h31,1,1,3628B,0
1001076848ns,h10,h20,1,1,3572B,0
1001079325ns,h14,h32,1,1,7841B,0
1001080587ns,h27,h12,1,1,69851B,0
1001083683ns,h27,h9,1,2,2148B,0
1001084987ns,h30,h5,1,1,125B,0
1001085110ns,h29,h1,1,1,5208B,0
1001086344ns,h30,h7,1,5,430B,0
1001086786ns,h15,h28,1,2,7245B,0
1001089609ns,h11,h27,1,4,24612B,0
1001090414ns,h29,h16,1,2,3261B,0
1001091315ns,h30,h10,1,1,1960B,0
1001092957ns,h27,h10,1,4,4995B,0
1001093230ns,h21,h11,1,2,111153B,0
1001093874ns,h18,h6,1,2,2270B,0
1001099341ns,h10,h19,1,1,125667B,0
1001099651ns,h18,h4,1,1,5149B,0
1001101351ns,h30,h10,1,2,6109B,0
1001103872ns,h7,h22,1,3,4547B,0
1001107769ns,h7,h29,1,2,67608B,0
1001114921ns,h14,h21,1,2,109131B,0
1001117429ns,h17,h5,1,1,7514B,0
1001118370ns,h31,h8,1,1,3210B,0
1001120796ns,h23,h11,1,2,1502344B,0
1001122367ns,h19,h8,1,1,1789B,0
1001122432ns,h15,h24,1,1,7038B,0
1001122485ns,h32,h6,1,1,2728B,0
1001128824ns,h27,h10,1,5,30860B,0
1001129787ns,h18,h12,1,2,84500B,0
1001133739ns,h3,h30,1,2,15880B,0
1001135714ns,h23,h2,1,3,4748B,0
1001137820ns,h10,h21,1,2,4117B,0
1001141937ns,h11,h17,1,1,12404B,0
1001142119ns,h7,h29,1,3,4533B,0
1001143653ns,h31,h3,1,2,5646B,0
1001145068ns,h19,h3,1,3,806B,0
1001146853ns,h20,h5,1,1,2306B,0
1001150229ns,h14,h30,1,2,358B,0
1001150993ns,h18,h10,1,3,1359B,0
1001156283ns,h26,h14,1,1,1277B,0
1001159458ns,h22,h5,1,3,5650B,0
1001159488ns,h21,h14,1,1,6778B,0
1001161179ns,h25,h10,1,1,11423B,0
1001164057ns,h15,h28,1,3,2482B,0
1001165487ns,h20,h3,1,2,5667B,0
1001165607ns,h20,h8,1,1,7523B,0
1001166341ns,h26,h15,1,2,1475B,0
1001167240ns,h2,h28,1,1,5862B,0
1001167750ns,h2,h18,1,4,5209B,0
1001174542ns,h1,h29,1,2,90927B,0
1001175389ns,h7,h30,1,1,1009B,0
1001178722ns,h29,h1,1,2,5549B,0
1001178946ns,h15,h30,1,4,5624B,0
1001180576ns,h11,h27,1,5,10531B,0
1001182023ns,h19,h15,1,2,4789B,0
1001187154ns,h3,h23,1,3,3558B,0
1001189733ns,h14,h28,1,1,4553B,0
1001190053ns,h15,h26,1,3,6088B,0
1001190939ns,h2,h32,1,4,93567B,0
1001200047ns,h22,h3,1,1,15327B,0
1001200659ns,h24,h6,1,4,4412B,0
1001202609ns,h17,h4,1,1,6842B,0
1001204355ns,h25,h9,1,2,7966B,0
1001207345ns,h15,h20,1,5,15267B,0
1001210051ns,h15,h21,1,1,5874B,0
1001210922ns,h13,h31,1,1,5464B,0
1001211030ns,h17,h13,1,2,13301B,0
1001211921ns,h23,h6,1,1,5749B,0
1001215674ns,h28,h14,1,2,4161B,0
1001221536ns,h22,h14,1,2,5937B,0
1001222711ns,h28,h6,1,1,67564B,0
1001223716ns,h19,h8,1,2,2487B,0
1001225807ns,h21,h15,1,1,6014B,0
1001227563ns,h16,h27,1,2,7526B,0
1001229395ns,h26,h5,1,4,6195B,0
1001229438ns,h15,h28,1,4,3552B,0
1001230245ns,h29,h15,1,1,32B,0
1001231755ns,h26,h3,1,3,8483B,0
1001232938ns,h27,h16,1,1,7365B,0
1001239090ns,h31,h7,1,3,135B,0
1001240214ns,h7,h26,1,1,4598B,0
1001240575ns,h22,h1,1,2,13370B,0
1001241659ns,h10,h31,1,3,7453B,0
1001243565ns,h8,h31,1,2,6730B,0
1001244117ns,h20,h1,1,1,2725B,0
1001244501ns,h28,h7,1,2,8996B,0
1001244915ns,h23,h10,1,2,6092B,0
1001249799ns,h6,h20,1,2,7879B,0
1001252253ns,h22,h10,1,2,12771B,0
1001254094ns,h29,h5,1,2,4026B,0
1001256752ns,h4,h30,1,1,12904B,0
1001257506ns,h9,h32,1,3,4438B,0
1001257818ns,h31,h3,1,3,871352B,0
1001258915ns,h26,h16,1,5,2107B,0
1001259754ns,h13,h24,1,4,28595B,0
1001259960ns,h5,h29,1,1,707B,0
1001260692ns,h11,h25,1,2,4235B,0
1001261292ns,h3,h17,1,2,6565B,0
1001265932ns,h8,h20,1,2,7045B,0
1001268009ns,h17,h9,1,3,5442B,0
