StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000204751ns,h15,h22,2,2,791127B,0
1000218422ns,h7,h22,2,1,46635B,0
1000224596ns,h14,h20,2,1,647B,0
1000227742ns,h8,h22,2,3,315B,0
1000231252ns,h10,h21,2,3,520B,0
1000237162ns,h15,h22,2,3,723B,0
1000240106ns,h4,h23,2,2,238201B,0
1000242546ns,h11,h20,2,1,329B,0
1000244248ns,h13,h23,2,2,853B,0
1000245958ns,h12,h22,2,1,14545B,0
1000247524ns,h3,h21,2,1,842B,0
1000248720ns,h15,h22,2,4,48893B,0
1000250131ns,h10,h21,2,4,820B,0
1000251348ns,h14,h21,2,1,687479B,0
1000251484ns,h4,h21,2,1,1045B,0
1000252705ns,h3,h20,2,2,962B,0
1000253284ns,h6,h22,2,2,644B,0
1000261718ns,h5,h23,2,1,988B,0
1000268354ns,h7,h20,2,2,584B,0
1000274930ns,h8,h20,2,1,926B,0
1000281188ns,h2,h21,2,2,490B,0
1000281590ns,h12,h21,2,3,389B,0
1000294773ns,h11,h20,2,2,386B,0
1000295681ns,h7,h20,2,3,1182B,0
1000298939ns,h2,h23,2,1,1809B,0
1000303097ns,h13,h22,2,2,676B,0
1000304537ns,h5,h21,2,1,319B,0
1000315040ns,h9,h21,2,3,37520B,0
1000326735ns,h15,h23,2,2,89027B,0
1000336970ns,h16,h22,2,1,204171B,0
1000342186ns,h8,h23,2,3,63476B,0
1000347994ns,h2,h23,2,2,117564B,0
1000348007ns,h9,h22,2,2,203096B,0
1000352252ns,h5,h20,2,2,821B,0
1000352739ns,h9,h22,2,3,591B,0
1000353219ns,h4,h20,2,1,13075B,0
1000365388ns,h10,h23,2,1,475B,0
1000372958ns,h1,h22,2,3,48325B,0
1000373486ns,h12,h21,2,4,67691B,0
1000378464ns,h3,h21,2,2,113385B,0
1000385322ns,h3,h20,2,3,969B,0
1000386162ns,h15,h22,2,5,299153B,0
1000388285ns,h1,h20,2,3,939B,0
1000389423ns,h9,h21,2,4,650B,0
1000392765ns,h14,h22,2,2,1860B,0
1000394487ns,h6,h21,2,2,7006271B,0
1000398602ns,h14,h22,2,3,180988B,0
1000399020ns,h11,h23,2,2,44665B,0
1000399032ns,h3,h20,2,4,316B,0
1000401568ns,h11,h20,2,3,1182B,0
1000403198ns,h6,h21,2,3,686B,0
1000404481ns,h5,h21,2,2,1430B,0
1000407974ns,h4,h20,2,2,65046B,0
1000409463ns,h4,h20,2,3,443B,0
1000410539ns,h1,h20,2,4,32297B,0
1000419771ns,h7,h20,2,4,333B,0
1000434785ns,h2,h21,2,3,420B,0
1000445255ns,h6,h20,2,3,44916B,0
1000445868ns,h12,h23,2,3,532B,0
1000445989ns,h3,h20,2,5,49182B,0
1000448029ns,h3,h22,2,3,325B,0
1000449233ns,h3,h20,2,6,348B,0
1000461859ns,h1,h20,2,5,6611B,0
1000462105ns,h2,h20,2,2,284B,0
1000464454ns,h14,h21,2,2,921B,0
1000464945ns,h4,h21,2,2,156057B,0
1000466998ns,h7,h20,2,5,802B,0
1000467307ns,h5,h23,2,2,3764B,0
1000467752ns,h13,h21,2,2,222B,0
1000468045ns,h10,h20,2,2,1499B,0
1000468575ns,h5,h20,2,3,1090B,0
1000469386ns,h2,h23,2,3,927B,0
1000470702ns,h6,h20,2,4,591B,0
1000473118ns,h1,h22,2,4,570B,0
1000473289ns,h15,h20,2,2,1367776B,0
1000473936ns,h10,h21,2,5,254B,0
1000477470ns,h14,h20,2,2,205B,0
1000479160ns,h8,h22,2,4,608875B,0
1000479681ns,h14,h22,2,4,384B,0
1000482585ns,h9,h23,2,1,336B,0
1000483122ns,h2,h21,2,4,410B,0
1000484234ns,h15,h20,2,3,46149B,0
1000485016ns,h8,h23,2,4,253088B,0
1000485144ns,h5,h20,2,4,209B,0
1000494824ns,h9,h20,2,1,625B,0
1000496857ns,h1,h23,2,2,325B,0
1000498274ns,h13,h21,2,3,459B,0
1000505043ns,h9,h22,2,4,420B,0
1000507565ns,h2,h22,2,1,1670B,0
1000508335ns,h9,h23,2,2,550B,0
1000512495ns,h10,h21,2,6,380B,0
1000528012ns,h6,h21,2,4,710B,0
1000534133ns,h11,h20,2,4,264B,0
1000535562ns,h10,h21,2,7,325B,0
1000543899ns,h6,h21,2,5,1882343B,0
1000553749ns,h4,h22,2,1,399B,0
1000554476ns,h6,h22,2,3,558B,0
1000556638ns,h15,h20,2,4,32319B,0
1000558330ns,h1,h23,2,3,60995B,0
1000567708ns,h10,h21,2,8,186535B,0
1000569640ns,h2,h20,2,3,369B,0
1000583513ns,h6,h23,2,2,2440B,0
1000584134ns,h11,h23,2,3,763369B,0
1000585325ns,h8,h22,2,5,304B,0
1000588250ns,h10,h22,2,1,3033B,0
1000588867ns,h4,h23,2,3,65254B,0
1000588938ns,h10,h22,2,2,542B,0
1000593963ns,h2,h21,2,5,450B,0
1000596537ns,h2,h20,2,4,990B,0
1000597442ns,h1,h23,2,4,642B,0
1000600039ns,h11,h20,2,5,374B,0
1000602984ns,h15,h22,2,6,671B,0
1000611116ns,h9,h20,2,2,609B,0
1000611472ns,h10,h22,2,3,907B,0
1000612559ns,h1,h21,2,1,725B,0
1000614688ns,h2,h21,2,6,511B,0
1000619161ns,h7,h23,2,1,557B,0
1000623149ns,h5,h22,2,2,60596B,0
1000626887ns,h15,h22,2,7,450B,0
1000627868ns,h3,h22,2,4,881B,0
1000629805ns,h9,h21,2,5,124B,0
1000630594ns,h8,h22,2,6,34314B,0
1000630677ns,h8,h23,2,5,535B,0
1000635971ns,h10,h23,2,2,285B,0
1000642434ns,h8,h20,2,2,480B,0
1000644591ns,h16,h20,2,2,440B,0
1000653919ns,h15,h21,2,1,387621B,0
1000657327ns,h3,h22,2,5,552B,0
1000657499ns,h8,h21,2,1,487B,0
1000658379ns,h10,h21,2,9,559B,0
1000662663ns,h12,h21,2,5,288861B,0
1000663357ns,h4,h23,2,4,1482B,0
1000669981ns,h2,h23,2,4,1301B,0
1000672582ns,h7,h23,2,2,24962B,0
1000680114ns,h15,h20,2,5,588B,0
1000682751ns,h15,h23,2,3,614B,0
1000683596ns,h6,h23,2,3,1726B,0
1000685314ns,h13,h20,2,3,15B,0
1000687728ns,h9,h21,2,6,392B,0
1000687837ns,h10,h23,2,3,534B,0
1000690992ns,h12,h20,2,1,439B,0
1000692370ns,h5,h22,2,3,1534B,0
1000694760ns,h13,h21,2,4,578B,0
1000699799ns,h2,h23,2,5,87231B,0
1000700114ns,h6,h23,2,4,904B,0
1000700436ns,h16,h20,2,3,614B,0
1000703722ns,h8,h20,2,3,602B,0
1000715198ns,h15,h23,2,4,9104B,0
1000720705ns,h6,h22,2,4,618B,0
1000724245ns,h14,h22,2,5,1888B,0
1000724609ns,h10,h23,2,4,289B,0
1000729008ns,h9,h20,2,3,645B,0
1000729971ns,h4,h23,2,5,459B,0
1000732326ns,h7,h21,2,2,357B,0
1000734768ns,h4,h20,2,4,782B,0
1000735063ns,h16,h21,2,1,687B,0
1000735709ns,h14,h20,2,3,884B,0
1000736362ns,h12,h23,2,4,37096B,0
1000737363ns,h2,h23,2,6,98500B,0
1000750585ns,h2,h22,2,2,694B,0
1000757283ns,h12,h20,2,2,512B,0
1000757412ns,h12,h21,2,6,666B,0
1000763350ns,h16,h20,2,4,47809B,0
1000768510ns,h11,h20,2,6,86688B,0
1000769905ns,h5,h20,2,5,48482B,0
1000771985ns,h3,h21,2,3,388B,0
1000774167ns,h1,h20,2,6,9536287B,0
1000774174ns,h11,h21,2,1,1472B,0
1000776873ns,h5,h22,2,4,316B,0
1000784202ns,h9,h22,2,5,31110B,0
1000790013ns,h9,h21,2,7,1788098B,0
1000792256ns,h11,h20,2,7,601B,0
1000794868ns,h8,h23,2,6,3419B,0
1000798179ns,h14,h23,2,2,516B,0
1000799538ns,h8,h20,2,4,413B,0
1000803505ns,h7,h20,2,6,26922B,0
1000804720ns,h16,h22,2,2,23B,0
1000812831ns,h6,h23,2,5,51638B,0
1000813286ns,h13,h20,2,4,785B,0
1000815860ns,h14,h22,2,6,323B,0
1000820074ns,h11,h21,2,2,334B,0
1000820137ns,h2,h22,2,3,1703B,0
1000820714ns,h6,h20,2,5,84871B,0
1000829661ns,h3,h21,2,4,479B,0
1000829677ns,h15,h22,2,8,1234345B,0
1000830693ns,h3,h20,2,7,325B,0
1000831962ns,h15,h20,2,6,70362B,0
1000832747ns,h8,h20,2,5,596B,0
1000838676ns,h6,h21,2,6,315B,0
1000843539ns,h11,h22,2,2,474B,0
1000852652ns,h12,h22,2,2,652B,0
1000853789ns,h13,h22,2,3,44468B,0
1000855014ns,h12,h20,2,3,74815B,0
1000873775ns,h14,h23,2,3,341B,0
1000876951ns,h15,h23,2,5,762B,0
1000888049ns,h1,h23,2,5,1725B,0
1000890035ns,h7,h22,2,2,547B,0
1000893590ns,h3,h21,2,5,82485B,0
1000895913ns,h9,h21,2,8,478B,0
1000913490ns,h16,h23,2,2,185B,0
1000919239ns,h3,h22,2,6,268B,0
1000921535ns,h12,h20,2,4,3832B,0
1000922026ns,h12,h21,2,7,875B,0
1000926316ns,h16,h21,2,2,287409B,0
1000929913ns,h13,h22,2,4,258379B,0
1000931038ns,h12,h22,2,3,155464B,0
1000932417ns,h14,h22,2,7,273B,0
1000933245ns,h2,h22,2,4,35826B,0
1000938413ns,h9,h20,2,4,8523B,0
1000940729ns,h9,h22,2,6,1790B,0
1000945544ns,h15,h20,2,7,21211B,0
1000946297ns,h7,h20,2,7,129756B,0
1000948642ns,h16,h22,2,3,1573B,0
1000950580ns,h9,h21,2,9,572B,0
1000955145ns,h14,h21,2,3,813B,0
1000965114ns,h7,h22,2,3,407B,0
1000967936ns,h3,h22,2,7,961B,0
1000973086ns,h4,h23,2,6,88B,0
1000974263ns,h14,h21,2,4,351B,0
1000975808ns,h4,h22,2,2,533B,0
1000976004ns,h11,h20,2,8,43924B,0
1000976286ns,h16,h23,2,3,28274B,0
1000980050ns,h11,h21,2,3,538B,0
1000983022ns,h3,h20,2,8,1293B,0
1000985159ns,h14,h22,2,8,270B,0
1000986588ns,h2,h21,2,7,363B,0
1000988285ns,h5,h20,2,6,1460938B,0
1000990922ns,h14,h22,2,9,489B,0
1000992138ns,h6,h23,2,6,594B,0
1000993938ns,h8,h22,2,7,845B,0
1000994352ns,h9,h22,2,7,493B,0
1001000819ns,h12,h23,2,5,678B,0
1001000907ns,h7,h20,2,8,439B,0
1001001974ns,h11,h20,2,9,294B,0
1001004698ns,h16,h23,2,4,379B,0
1001012510ns,h3,h23,2,2,769B,0
1001015727ns,h13,h22,2,5,310B,0
1001016317ns,h1,h22,2,5,603B,0
1001016563ns,h4,h20,2,5,528B,0
1001017117ns,h8,h23,2,7,614B,0
1001021758ns,h11,h20,2,10,324B,0
1001023652ns,h5,h23,2,3,151167B,0
1001027400ns,h5,h23,2,4,674B,0
1001030253ns,h9,h20,2,5,62508B,0
1001031517ns,h7,h22,2,4,1081963B,0
1001032270ns,h5,h22,2,5,543B,0
1001032703ns,h5,h21,2,3,679B,0
1001034990ns,h7,h21,2,3,6932B,0
1001042486ns,h4,h23,2,7,626B,0
1001060258ns,h5,h20,2,7,501B,0
1001067022ns,h12,h20,2,5,32950B,0
1001070567ns,h1,h20,2,7,112533B,0
1001075251ns,h4,h21,2,3,190879B,0
1001075280ns,h7,h21,2,4,1382B,0
1001077753ns,h16,h20,2,5,575B,0
1001077828ns,h11,h23,2,4,987694B,0
1001092097ns,h14,h20,2,4,1555B,0
1001094471ns,h11,h20,2,11,307B,0
1001097176ns,h5,h23,2,5,317B,0
1001100569ns,h7,h22,2,5,35973B,0
1001104201ns,h7,h23,2,3,305B,0
1001105527ns,h4,h23,2,8,78B,0
1001106539ns,h9,h21,2,10,593B,0
1001115421ns,h12,h23,2,6,757B,0
1001118329ns,h2,h20,2,5,648B,0
1001121616ns,h5,h22,2,6,688B,0
1001125533ns,h11,h21,2,4,954B,0
1001128585ns,h5,h22,2,7,3550B,0
1001133172ns,h1,h21,2,2,623B,0
1001134898ns,h10,h23,2,5,568B,0
1001135539ns,h1,h21,2,3,1897270B,0
1001136266ns,h3,h22,2,8,460B,0
1001141368ns,h5,h20,2,8,41420B,0
1001144976ns,h3,h20,2,9,631B,0
1001148493ns,h12,h20,2,6,558B,0
1001148927ns,h1,h23,2,6,306B,0
1001153466ns,h11,h21,2,5,76147B,0
1001153512ns,h5,h20,2,9,9304B,0
1001154553ns,h13,h23,2,3,130838B,0
1001157960ns,h1,h23,2,7,651B,0
1001163396ns,h13,h22,2,6,3153B,0
1001166436ns,h15,h21,2,2,334B,0
1001171117ns,h3,h20,2,10,597B,0
1001172174ns,h4,h21,2,4,407B,0
1001174728ns,h14,h21,2,5,273B,0
1001180527ns,h2,h20,2,6,292660B,0
1001186625ns,h1,h21,2,4,415B,0
1001192010ns,h12,h23,2,7,348B,0
1001196158ns,h14,h23,2,4,397B,0
1001197984ns,h6,h22,2,5,578B,0
1001208579ns,h14,h21,2,6,839B,0
1001208770ns,h3,h20,2,11,351B,0
1001213860ns,h7,h23,2,4,1912659B,0
1001218513ns,h2,h21,2,8,1532614B,0
1001219228ns,h8,h23,2,8,349B,0
1001222170ns,h14,h23,2,5,605B,0
1001224157ns,h14,h23,2,6,3654B,0
1001224633ns,h1,h22,2,6,90208B,0
1001226109ns,h13,h23,2,4,695B,0
1001231662ns,h3,h23,2,3,181368B,0
1001232997ns,h14,h21,2,7,522B,0
1001234977ns,h9,h21,2,11,698B,0
1001240977ns,h1,h20,2,8,698B,0
1001249786ns,h6,h22,2,6,2011B,0
1001253052ns,h12,h22,2,4,401B,0
1001253565ns,h6,h22,2,7,1139B,0
1001257920ns,h12,h20,2,7,418B,0
1001260133ns,h12,h21,2,8,540B,0
1001274171ns,h12,h22,2,5,651860B,0
1001276454ns,h12,h21,2,9,118677B,0
1001277301ns,h12,h23,2,8,49623B,0
1001281140ns,h14,h22,2,10,251B,0
1001282090ns,h15,h23,2,6,349B,0
1001291733ns,h15,h20,2,8,456B,0
1001297611ns,h10,h20,2,3,42833B,0
1001300603ns,h15,h20,2,9,63399B,0
1001303234ns,h14,h20,2,5,948B,0
1001304686ns,h9,h21,2,12,27851B,0
1001309218ns,h4,h21,2,5,47411B,0
1001310513ns,h13,h20,2,5,308B,0
1001313054ns,h8,h22,2,8,317B,0
1001323375ns,h16,h20,2,6,79337B,0
1001331552ns,h1,h23,2,8,264B,0
1001333353ns,h3,h22,2,9,425B,0
1001341944ns,h14,h21,2,8,268B,0
1001344725ns,h2,h21,2,9,152B,0
1001347643ns,h4,h23,2,9,64372B,0
1001356368ns,h10,h22,2,4,530B,0
1001357471ns,h13,h23,2,5,360B,0
1001360348ns,h4,h20,2,6,349B,0
1001365412ns,h6,h20,2,6,1801B,0
1001375534ns,h8,h20,2,6,820751B,0
1001377778ns,h5,h23,2,6,714B,0
1001379561ns,h12,h21,2,10,123925B,0
1001394707ns,h7,h22,2,6,707B,0
1001398569ns,h10,h23,2,6,921B,0
1001400200ns,h11,h23,2,5,3428B,0
1001401645ns,h6,h23,2,7,47021B,0
1001401658ns,h6,h21,2,7,37569B,0
1001404859ns,h5,h20,2,10,2426050B,0
1001407721ns,h13,h20,2,6,35393B,0
1001409622ns,h1,h21,2,5,140810B,0
1001412714ns,h6,h22,2,8,406B,0
1001413358ns,h1,h22,2,7,806B,0
1001413398ns,h16,h22,2,4,995B,0
1001417594ns,h14,h20,2,6,53417B,0
1001423886ns,h13,h23,2,6,682B,0
1001428160ns,h12,h22,2,6,44208B,0
1001431698ns,h12,h22,2,7,588B,0
1001432045ns,h9,h23,2,3,959B,0
1001433253ns,h16,h23,2,5,68789B,0
1001439542ns,h9,h23,2,4,45611B,0
1001443776ns,h5,h20,2,11,1814B,0
1001446460ns,h14,h21,2,9,2B,0
1001446920ns,h5,h21,2,4,381B,0
1001448474ns,h14,h21,2,10,720B,0
1001451881ns,h16,h22,2,5,454B,0
1001456517ns,h4,h22,2,3,307B,0
1001459101ns,h11,h20,2,12,73930B,0
1001461720ns,h8,h20,2,7,274609B,0
1001470755ns,h8,h23,2,9,502B,0
1001474759ns,h2,h23,2,7,608B,0
1001476704ns,h5,h21,2,5,48007B,0
1001485739ns,h14,h23,2,7,306B,0
1001486636ns,h10,h20,2,4,1585B,0
1001488090ns,h12,h21,2,11,338B,0
1001489288ns,h10,h22,2,5,487B,0
1001491123ns,h15,h23,2,7,55964B,0
1001492939ns,h15,h20,2,10,302B,0
1001498323ns,h10,h23,2,7,253B,0
1001499627ns,h7,h23,2,5,617B,0
1001503911ns,h2,h23,2,8,691B,0
1001505751ns,h7,h20,2,9,75995B,0
1001512651ns,h14,h20,2,7,26767B,0
1001515319ns,h13,h23,2,7,2590B,0
1001520726ns,h11,h21,2,6,351B,0
1001520901ns,h6,h20,2,7,1780394B,0
1001523132ns,h12,h20,2,8,611B,0
1001526043ns,h4,h21,2,6,1168B,0
1001528789ns,h5,h22,2,8,586B,0
1001529183ns,h7,h20,2,10,290B,0
1001537068ns,h9,h22,2,8,670B,0
1001539270ns,h14,h21,2,11,351B,0
1001544376ns,h9,h23,2,5,241B,0
1001545828ns,h15,h23,2,8,1248B,0
1001547763ns,h2,h20,2,7,1428B,0
1001551879ns,h7,h20,2,11,327B,0
1001553051ns,h10,h23,2,8,847B,0
1001555246ns,h2,h22,2,5,546B,0
1001557827ns,h11,h20,2,13,583B,0
1001560701ns,h4,h22,2,4,41283B,0
1001561437ns,h16,h21,2,3,690B,0
1001571007ns,h1,h23,2,9,95035B,0
1001574983ns,h12,h22,2,8,1144B,0
1001583867ns,h5,h20,2,12,667B,0
1001589877ns,h3,h21,2,6,1461B,0
1001595407ns,h5,h20,2,13,537B,0
1001597782ns,h13,h23,2,8,337B,0
1001597936ns,h9,h23,2,6,4088B,0
1001602432ns,h14,h22,2,11,1314B,0
1001611297ns,h1,h21,2,6,43713B,0
1001615608ns,h1,h23,2,10,338B,0
1001618121ns,h1,h22,2,8,162419B,0
1001623599ns,h4,h20,2,7,45868B,0
1001627777ns,h5,h20,2,14,180794B,0
1001631366ns,h15,h20,2,11,83379B,0
1001631396ns,h9,h23,2,7,3834B,0
1001638209ns,h6,h22,2,9,48050B,0
1001641468ns,h10,h20,2,5,757B,0
1001652932ns,h16,h21,2,4,43097B,0
1001654862ns,h10,h21,2,10,389B,0
1001658334ns,h16,h20,2,7,42422B,0
1001659725ns,h12,h23,2,9,644B,0
1001660253ns,h4,h22,2,5,37323B,0
1001671224ns,h11,h20,2,14,655B,0
1001673760ns,h3,h21,2,7,43911B,0
1001675573ns,h13,h23,2,9,312B,0
1001682201ns,h13,h23,2,10,282B,0
1001684899ns,h6,h20,2,8,243442B,0
1001685536ns,h7,h20,2,12,686B,0
1001688229ns,h14,h23,2,8,123857B,0
1001691848ns,h9,h20,2,6,281219B,0
1001692184ns,h2,h20,2,8,1950B,0
1001693814ns,h3,h23,2,4,915B,0
1001697935ns,h2,h21,2,10,415B,0
1001701221ns,h11,h20,2,15,321B,0
1001702937ns,h11,h23,2,6,49878B,0
1001708592ns,h8,h23,2,10,105029B,0
1001712757ns,h13,h23,2,11,41879B,0
1001714441ns,h13,h20,2,7,6750B,0
1001721422ns,h9,h23,2,8,620B,0
1001726256ns,h4,h22,2,6,505B,0
1001730851ns,h6,h22,2,10,331B,0
1001735353ns,h6,h20,2,9,625B,0
1001735520ns,h11,h22,2,3,898B,0
1001739367ns,h6,h20,2,10,202370B,0
1001741008ns,h6,h20,2,11,248717B,0
1001742925ns,h12,h22,2,9,615B,0
1001743476ns,h12,h20,2,9,324B,0
1001749075ns,h10,h22,2,6,40763B,0
1001755126ns,h5,h22,2,9,32855B,0
1001759151ns,h5,h21,2,6,235B,0
1001760023ns,h11,h20,2,16,646B,0
1001764542ns,h6,h21,2,8,4736B,0
1001767993ns,h1,h22,2,9,233B,0
1001770892ns,h2,h20,2,9,189416B,0
1001772432ns,h8,h21,2,2,642789B,0
1001772858ns,h11,h21,2,7,30508B,0
1001773254ns,h11,h20,2,17,314B,0
1001775640ns,h3,h21,2,8,310B,0
1001777013ns,h3,h20,2,12,559B,0
1001777156ns,h6,h20,2,12,231B,0
1001779232ns,h16,h22,2,6,547B,0
1001779668ns,h8,h22,2,9,99B,0
1001786231ns,h8,h20,2,8,981058B,0
1001790628ns,h16,h21,2,5,49801B,0
1001790816ns,h15,h21,2,3,310B,0
1001796834ns,h4,h21,2,7,111246B,0
1001798492ns,h15,h23,2,9,407B,0
1001798612ns,h11,h20,2,18,404B,0
1001809477ns,h8,h23,2,11,2626B,0
1001823252ns,h15,h22,2,9,257744B,0
1001826594ns,h7,h22,2,7,336B,0
1001828125ns,h3,h21,2,9,71B,0
1001828535ns,h8,h20,2,9,569B,0
1001829654ns,h1,h21,2,7,215B,0
1001833912ns,h11,h22,2,4,1069B,0
1001839342ns,h14,h22,2,12,73505B,0
1001839731ns,h8,h23,2,12,386B,0
1001839870ns,h11,h22,2,5,331B,0
1001843170ns,h10,h22,2,7,544B,0
1001849093ns,h8,h22,2,10,556802B,0
1001852989ns,h13,h21,2,5,340B,0
1001873887ns,h13,h20,2,8,762539B,0
1001882406ns,h5,h20,2,15,562B,0
1001883745ns,h3,h22,2,10,673B,0
1001885066ns,h6,h21,2,9,492B,0
1001887208ns,h14,h23,2,9,253656B,0
1001889200ns,h13,h21,2,6,528141B,0
1001889815ns,h14,h21,2,12,1513B,0
1001890958ns,h14,h21,2,13,384B,0
1001895423ns,h14,h22,2,13,4361430B,0
1001897007ns,h13,h21,2,7,326B,0
1001899608ns,h14,h21,2,14,942B,0
1001901795ns,h9,h21,2,13,356B,0
1001902681ns,h3,h22,2,11,116900B,0
1001911130ns,h3,h22,2,12,284442B,0
1001915032ns,h6,h23,2,8,46878B,0
1001924197ns,h2,h20,2,10,515B,0
1001927015ns,h13,h21,2,8,442B,0
1001929060ns,h2,h20,2,11,36971B,0
1001938913ns,h8,h23,2,13,491B,0
1001941325ns,h3,h20,2,13,619B,0
1001943660ns,h14,h20,2,8,287B,0
1001944605ns,h3,h21,2,10,341B,0
1001945077ns,h12,h23,2,10,201B,0
1001954429ns,h2,h22,2,6,313B,0
1001959408ns,h13,h23,2,12,311B,0
1001959801ns,h5,h21,2,7,620B,0
1001965361ns,h11,h23,2,7,852B,0
1001966696ns,h16,h22,2,7,34175B,0
1001970811ns,h6,h22,2,11,346B,0
1001971967ns,h13,h20,2,9,622B,0
1001972577ns,h14,h21,2,15,1528B,0
1001974329ns,h3,h23,2,5,317B,0
1001975553ns,h15,h22,2,10,644B,0
1001975713ns,h2,h20,2,12,569B,0
1001976137ns,h9,h23,2,9,296154B,0
1001978912ns,h5,h23,2,7,303B,0
1001983825ns,h4,h20,2,8,608B,0
1001989819ns,h13,h23,2,13,617B,0
1002000402ns,h11,h22,2,6,31636B,0
1002001299ns,h7,h23,2,6,520B,0
1002003519ns,h10,h21,2,11,403B,0
1002004145ns,h9,h22,2,9,493B,0
1002005506ns,h13,h22,2,7,670B,0
1002008241ns,h2,h23,2,9,307513B,0
1002011986ns,h10,h20,2,6,45303B,0
1002014935ns,h4,h21,2,8,476B,0
1002015036ns,h4,h20,2,9,874B,0
1002016785ns,h12,h22,2,10,5033B,0
1002017544ns,h14,h20,2,9,45131B,0
1002017973ns,h14,h21,2,16,646B,0
1002024520ns,h10,h23,2,9,598B,0
1002033658ns,h11,h23,2,8,39528B,0
1002037494ns,h14,h21,2,17,631B,0
1002038314ns,h9,h23,2,10,447B,0
1002038483ns,h3,h23,2,6,653B,0
1002044588ns,h2,h21,2,11,253576B,0
1002047664ns,h9,h21,2,14,346B,0
1002058459ns,h6,h23,2,9,662B,0
1002059255ns,h5,h22,2,10,1532B,0
1002061336ns,h13,h21,2,9,683B,0
1002062969ns,h15,h22,2,11,403B,0
1002069867ns,h12,h23,2,11,18B,0
1002073812ns,h5,h20,2,16,6831B,0
1002079686ns,h2,h23,2,10,1267B,0
1002080868ns,h14,h21,2,18,77B,0
1002080901ns,h5,h22,2,11,498B,0
1002081059ns,h15,h20,2,12,39726B,0
1002081129ns,h4,h23,2,10,1413B,0
1002083146ns,h14,h23,2,10,835B,0
1002088230ns,h11,h20,2,19,356B,0
1002094154ns,h11,h21,2,8,14238B,0
1002097222ns,h5,h22,2,12,671B,0
1002102423ns,h1,h20,2,9,3363B,0
1002102662ns,h8,h22,2,11,38017B,0
1002105098ns,h10,h21,2,12,432B,0
1002105928ns,h3,h23,2,7,38399B,0
1002107914ns,h3,h23,2,8,480B,0
1002110076ns,h9,h20,2,7,1601009B,0
1002110182ns,h11,h23,2,9,335B,0
1002110922ns,h14,h21,2,19,98290B,0
1002115566ns,h5,h23,2,8,268B,0
1002122167ns,h15,h22,2,12,456B,0
1002129096ns,h4,h20,2,10,778B,0
1002130153ns,h9,h20,2,8,944B,0
1002131332ns,h5,h22,2,13,596B,0
1002131905ns,h16,h20,2,8,326B,0
1002133046ns,h11,h20,2,20,452B,0
1002137041ns,h6,h22,2,12,483B,0
1002138927ns,h4,h23,2,11,37044B,0
1002140357ns,h13,h23,2,14,151587B,0
1002150162ns,h5,h23,2,9,986B,0
1002152507ns,h14,h20,2,10,251B,0
1002153581ns,h7,h22,2,8,44447B,0
1002154911ns,h10,h22,2,8,505B,0
1002159651ns,h9,h22,2,10,539B,0
1002169478ns,h13,h21,2,10,790B,0
1002172290ns,h16,h20,2,9,449B,0
1002178679ns,h9,h20,2,9,191921B,0
