StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1035653472ns,h4,h21,2,3,6406346B,0
1035654540ns,h7,h21,2,4,413936B,0
1035736417ns,h16,h20,2,5,45114B,0
1035738973ns,h11,h23,2,4,13040347B,0
1036212117ns,h14,h20,2,4,511028B,0
1036290852ns,h11,h20,2,11,4388B,0
1036380593ns,h5,h23,2,5,5644B,0
1036493080ns,h7,h22,2,5,1498695B,0
1036613530ns,h7,h23,2,3,4077B,0
1036657367ns,h4,h23,2,8,523B,0
1036690973ns,h9,h21,2,10,48761B,0
1036985623ns,h12,h23,2,6,77462B,0
1037081878ns,h2,h20,2,5,61202B,0
1037191000ns,h5,h22,2,6,70450B,0
1037320820ns,h11,h21,2,4,174094B,0
1037422079ns,h5,h22,2,7,834420B,0
1037574089ns,h1,h21,2,2,55316B,0
1037631349ns,h10,h23,2,5,43666B,0
1037652602ns,h1,h21,2,3,22306038B,0
1037676684ns,h3,h22,2,8,26091B,0
1037845966ns,h5,h20,2,8,1771001B,0
1037965523ns,h3,h20,2,9,57204B,0
1038082231ns,h12,h20,2,6,41704B,0
1038096544ns,h1,h23,2,6,4257B,0
1038247032ns,h11,h21,2,5,3907368B,0
1038248651ns,h5,h20,2,9,1020041B,0
1038283002ns,h13,h23,2,3,5215050B,0
1038396062ns,h1,h23,2,7,61910B,0
1038576224ns,h13,h22,2,6,815367B,0
1038677073ns,h15,h21,2,2,7927B,0
1038832312ns,h3,h20,2,10,49590B,0
1038867253ns,h4,h21,2,4,20723B,0
1038952002ns,h14,h21,2,5,2806B,0
1039144246ns,h2,h20,2,6,8425810B,0
1039346548ns,h1,h21,2,4,21589B,0
1039525193ns,h12,h23,2,7,9756B,0
1039662580ns,h14,h23,2,4,19594B,0
1039723119ns,h6,h22,2,5,45606B,0
1040074440ns,h14,h21,2,6,108099B,0
1040080841ns,h3,h20,2,11,10266B,0
1040249610ns,h7,h23,2,4,22459925B,0
1040403787ns,h2,h21,2,8,18659473B,0
1040427609ns,h8,h23,2,8,9893B,0
1040525095ns,h14,h23,2,5,51363B,0
1040591012ns,h14,h23,2,6,839435B,0
1040606838ns,h1,h22,2,6,4329697B,0
1040655669ns,h13,h23,2,4,72016B,0
1040839904ns,h3,h23,2,3,6217619B,0
1040884159ns,h14,h21,2,7,34492B,0
1040949758ns,h9,h21,2,11,72717B,0
1041148780ns,h1,h20,2,8,72764B,0
1041440795ns,h6,h22,2,6,760545B,0
1041549248ns,h12,h22,2,4,20199B,0
1041566128ns,h6,h22,2,7,278164B,0
1041710682ns,h12,h20,2,7,21877B,0
1041784085ns,h12,h21,2,8,38044B,0
1042249561ns,h12,h22,2,5,9469033B,0
1042325276ns,h12,h21,2,9,4970241B,0
1042353391ns,h12,h23,2,8,2543551B,0
1042480494ns,h14,h22,2,10,2364B,0
1042511958ns,h15,h23,2,6,9891B,0
1042831711ns,h15,h20,2,8,25688B,0
1043026611ns,h10,h20,2,3,1841665B,0
1043125828ns,h15,h20,2,9,3269999B,0
1043213119ns,h14,h20,2,5,170768B,0
1043261205ns,h9,h21,2,12,1181316B,0
1043411378ns,h4,h21,2,5,2211661B,0
1043454358ns,h13,h20,2,5,4423B,0
1043538705ns,h8,h22,2,8,5642B,0
1043880788ns,h16,h20,2,6,4066859B,0
1044152095ns,h1,h23,2,8,2627B,0
1044211791ns,h3,h22,2,9,22509B,0
1044496687ns,h14,h21,2,8,2708B,0
1044588754ns,h2,h21,2,9,1019B,0
1044685490ns,h4,h23,2,9,3318640B,0
1044974893ns,h10,h22,2,4,36118B,0
1045011397ns,h13,h23,2,5,12138B,0
1045106783ns,h4,h20,2,6,9921B,0
1045274765ns,h6,h20,2,6,648669B,0
1045610421ns,h8,h20,2,6,9899876B,0
1045684890ns,h5,h23,2,6,74230B,0
1045744146ns,h12,h21,2,10,5077891B,0
1046246173ns,h7,h22,2,6,73637B,0
1046374218ns,h10,h23,2,6,155209B,0
1046428282ns,h11,h23,2,5,828570B,0
1046476185ns,h6,h23,2,7,2153299B,0
1046476624ns,h6,h21,2,7,1578463B,0
1046582868ns,h5,h20,2,10,23688375B,0
1046677620ns,h13,h20,2,6,1469653B,0
1046740751ns,h1,h21,2,5,5412908B,0
1046843251ns,h6,h22,2,8,20610B,0
1046864641ns,h1,h22,2,7,89285B,0
1046865791ns,h16,h22,2,4,197624B,0
1047005112ns,h14,h20,2,6,2770898B,0
1047213621ns,h13,h23,2,6,68972B,0
1047355601ns,h12,h22,2,6,1910402B,0
1047472935ns,h12,h22,2,7,47713B,0
1047484204ns,h9,h23,2,3,176665B,0
1047524170ns,h16,h23,2,5,3539498B,0
1047732791ns,h9,h23,2,4,1980594B,0
1047873301ns,h5,h20,2,11,655876B,0
1047962266ns,h14,h21,2,9,16B,0
1047977579ns,h5,h21,2,4,16393B,0
1048029064ns,h14,h21,2,10,74659B,0
1048141858ns,h16,h22,2,5,25445B,0
1048295563ns,h4,h22,2,3,4374B,0
1048381351ns,h11,h20,2,12,3796502B,0
1048468187ns,h8,h20,2,7,8067644B,0
1048767790ns,h8,h23,2,9,30560B,0
1048900429ns,h2,h23,2,7,51863B,0
1048965184ns,h5,h21,2,5,2301126B,0
1049264707ns,h14,h23,2,7,4150B,0
1049294353ns,h10,h20,2,4,527878B,0
1049342789ns,h12,h21,2,11,8488B,0
1049382288ns,h10,h22,2,5,28708B,0
1049443110ns,h15,h23,2,7,2898220B,0
1049503353ns,h15,h20,2,10,3701B,0
1049681878ns,h10,h23,2,7,2395B,0
1049725141ns,h7,h23,2,5,54122B,0
1049867065ns,h2,h23,2,8,71191B,0
1049928225ns,h7,h20,2,9,3899755B,0
1050157063ns,h14,h20,2,7,1171887B,0
1050245369ns,h13,h23,2,7,788350B,0
1050424737ns,h11,h21,2,6,10274B,0
1050430543ns,h6,h20,2,7,21137282B,0
1050504718ns,h12,h20,2,8,52570B,0
1050600914ns,h4,h21,2,6,294166B,0
1050692240ns,h5,h22,2,8,47336B,0
1050705214ns,h7,h20,2,10,3135B,0
1050966566ns,h9,h22,2,8,66359B,0
1051039716ns,h14,h21,2,11,10273B,0
1051208895ns,h9,h23,2,5,2164B,0
1051257071ns,h15,h23,2,8,339203B,0
1051321137ns,h2,h20,2,7,439730B,0
1051457774ns,h7,h20,2,11,7019B,0
1051496553ns,h10,h23,2,8,112817B,0
1051569281ns,h2,h22,2,5,39333B,0
1051654959ns,h11,h20,2,13,46682B,0
1051750120ns,h4,h22,2,4,1764198B,0
1051774546ns,h16,h21,2,3,70843B,0
1052091984ns,h1,h23,2,9,4438298B,0
1052224027ns,h12,h22,2,8,280957B,0
1052518526ns,h5,h20,2,12,65505B,0
1052717656ns,h3,h21,2,6,458501B,0
1052901196ns,h5,h20,2,13,37573B,0
1052979691ns,h13,h23,2,8,8288B,0
1052984871ns,h9,h23,2,6,860236B,0
1053134050ns,h14,h22,2,11,376299B,0
1053427951ns,h1,h21,2,6,1885664B,0
1053570927ns,h1,h23,2,10,8473B,0
1053654286ns,h1,h22,2,8,5841665B,0
1053835717ns,h4,h20,2,7,1993412B,0
1053974546ns,h5,h20,2,14,6206243B,0
1054093355ns,h15,h20,2,11,4176041B,0
1054094368ns,h9,h23,2,7,848051B,0
1054320253ns,h6,h22,2,9,2307525B,0
1054428311ns,h10,h20,2,5,77463B,0
1054808345ns,h16,h21,2,4,1854891B,0
1054872451ns,h10,h21,2,10,17825B,0
1054987479ns,h16,h20,2,7,1821141B,0
1055033935ns,h12,h23,2,9,60287B,0
1055051121ns,h4,h22,2,5,1566162B,0
1055414983ns,h11,h20,2,14,62800B,0
1055499069ns,h3,h21,2,7,1895587B,0
1055559098ns,h13,h23,2,9,5022B,0
1055778890ns,h13,h23,2,10,2976B,0
1055868423ns,h6,h20,2,8,7449255B,0
1055889608ns,h7,h20,2,12,69884B,0
1055978920ns,h14,h23,2,8,5076528B,0
1056098850ns,h9,h20,2,6,8198803B,0
1056109905ns,h2,h20,2,8,732089B,0
1056164023ns,h3,h23,2,4,151651B,0
1056300623ns,h2,h21,2,10,21597B,0
1056409641ns,h11,h20,2,15,6231B,0
1056466558ns,h11,h23,2,6,2581826B,0
1056654027ns,h8,h23,2,10,4663162B,0
1056792085ns,h13,h23,2,11,1793957B,0
1056847935ns,h13,h20,2,7,988019B,0
1057079492ns,h9,h23,2,8,54641B,0
1057239683ns,h4,h22,2,6,31062B,0
1057392102ns,h6,h22,2,10,7562B,0
1057541403ns,h6,h20,2,9,55993B,0
1057546951ns,h11,h22,2,3,141736B,0
1057674515ns,h6,h20,2,10,6634327B,0
1057728942ns,h6,h20,2,11,7553912B,0
1057792715ns,h12,h22,2,9,53609B,0
1057810994ns,h12,h20,2,9,6614B,0
1057996396ns,h10,h22,2,6,1738187B,0
1058197193ns,h5,h22,2,9,1342793B,0
1058330674ns,h5,h21,2,6,2046B,0
1058359445ns,h11,h20,2,16,60781B,0
1058509314ns,h6,h21,2,8,891344B,0
1058623751ns,h1,h22,2,9,2008B,0
1058719754ns,h2,h20,2,9,6377310B,0
1058770856ns,h8,h21,2,2,9445891B,0
1058785050ns,h11,h21,2,7,1225427B,0
1058798211ns,h11,h20,2,17,5235B,0
1058877232ns,h3,h21,2,8,4688B,0
1058922790ns,h3,h20,2,12,41850B,0
1058927589ns,h6,h20,2,12,1958B,0
1058996228ns,h16,h22,2,6,39575B,0
1059010819ns,h8,h22,2,9,664B,0
1059228442ns,h8,h20,2,8,12882341B,0
1059374097ns,h16,h21,2,5,2570200B,0
1059380412ns,h15,h21,2,3,4701B,0
1059579921ns,h4,h21,2,7,4803052B,0
1059634942ns,h15,h23,2,9,20797B,0
1059639061ns,h11,h20,2,18,20479B,0
1059999243ns,h8,h23,2,11,790073B,0
1060455964ns,h15,h22,2,9,7733019B,0
1060566842ns,h7,h22,2,7,8212B,0
1060617585ns,h3,h21,2,9,478B,0
1060631181ns,h8,h20,2,9,43826B,0
1060668342ns,h1,h21,2,7,1643B,0
1060809570ns,h11,h22,2,4,238785B,0
1060989547ns,h14,h22,2,12,3775268B,0
1061002447ns,h8,h23,2,12,17398B,0
1061007129ns,h11,h22,2,5,7492B,0
1061116429ns,h10,h22,2,7,38889B,0
1061312900ns,h8,h22,2,10,9226537B,0
1061441930ns,h13,h21,2,5,8677B,0
1062134897ns,h13,h20,2,8,9751375B,0
1062417597ns,h5,h20,2,15,42447B,0
1062461846ns,h3,h22,2,10,66931B,0
1062505683ns,h6,h21,2,9,29263B,0
1062576719ns,h14,h23,2,9,7651917B,0
1062642666ns,h13,h21,2,6,9153421B,0
1062663166ns,h14,h21,2,12,487325B,0
1062701066ns,h14,h21,2,13,16809B,0
1062849145ns,h14,h22,2,13,25301192B,0
1062901558ns,h13,h21,2,7,6838B,0
1062987924ns,h14,h21,2,14,167170B,0
1063060325ns,h9,h21,2,13,11280B,0
1063089730ns,h3,h22,2,11,4930259B,0
1063369885ns,h3,h22,2,12,8262742B,0
1063499316ns,h6,h23,2,8,2131708B,0
1063803051ns,h2,h20,2,10,33178B,0
1063896596ns,h13,h21,2,8,24283B,0
1063964311ns,h2,h20,2,11,1548584B,0
1064291175ns,h8,h23,2,13,29105B,0
1064371094ns,h3,h20,2,13,54565B,0
1064448621ns,h14,h20,2,8,3083B,0
1064479880ns,h3,h21,2,10,8815B,0
1064495692ns,h12,h23,2,10,1369B,0
1064805525ns,h2,h22,2,6,5194B,0
1064970707ns,h13,h23,2,12,4880B,0
1064983868ns,h5,h21,2,7,54668B,0
1065168166ns,h11,h23,2,7,115618B,0
1065212198ns,h16,h22,2,7,1408788B,0
1065348851ns,h6,h22,2,11,9485B,0
1065387145ns,h13,h20,2,9,55120B,0
1065407481ns,h14,h21,2,15,495728B,0
1065465477ns,h3,h23,2,5,5637B,0
1065505996ns,h15,h22,2,10,60341B,0
1065511289ns,h2,h20,2,12,43851B,0
1065525363ns,h9,h23,2,9,8495137B,0
1065617560ns,h5,h23,2,7,3857B,0
1065780185ns,h4,h20,2,8,51990B,0
1065979109ns,h13,h23,2,13,53975B,0
1066330089ns,h11,h22,2,6,1281805B,0
1066359743ns,h7,h23,2,6,34134B,0
1066433320ns,h10,h21,2,11,20399B,0
1066454072ns,h9,h22,2,9,29331B,0
1066499260ns,h13,h22,2,7,66358B,0
1066589855ns,h2,h23,2,9,8590594B,0
1066714079ns,h10,h20,2,6,1965170B,0
1066811744ns,h4,h21,2,8,27697B,0
1066815111ns,h4,h20,2,9,128311B,0
1066873402ns,h12,h22,2,10,905602B,0
1066898516ns,h14,h20,2,9,1956571B,0
1066912766ns,h14,h21,2,16,60653B,0
1067129714ns,h10,h23,2,9,49755B,0
1067432816ns,h11,h23,2,8,1676407B,0
1067560065ns,h14,h21,2,17,57319B,0
1067587067ns,h9,h23,2,10,24795B,0
1067592710ns,h3,h23,2,6,62333B,0
1067795067ns,h2,h21,2,11,7650331B,0
1067897126ns,h9,h21,2,14,9504B,0
1068255097ns,h6,h23,2,9,64408B,0
1068281580ns,h5,h22,2,10,498428B,0
1068350492ns,h13,h21,2,9,69220B,0
1068404545ns,h15,h22,2,11,20363B,0
1068633501ns,h12,h23,2,11,122B,0
1068764267ns,h5,h20,2,16,991933B,0
1068958880ns,h2,h23,2,10,349884B,0
1068998273ns,h14,h21,2,18,518B,0
1068999331ns,h5,h22,2,11,29856B,0
1069004398ns,h15,h20,2,12,1686342B,0
1069006638ns,h4,h23,2,10,431363B,0
1069073827ns,h14,h23,2,10,106071B,0
1069242339ns,h11,h20,2,19,11244B,0
1069438782ns,h11,h21,2,8,1062940B,0
1069540521ns,h5,h22,2,12,66484B,0
1069712834ns,h1,h20,2,9,825429B,0
1069720803ns,h8,h22,2,11,1600898B,0
1069801555ns,h10,h21,2,12,23236B,0
1069829064ns,h3,h23,2,7,1619950B,0
