StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1011833969ns,h8,h20,2,5,49339B,0
1011918186ns,h6,h21,2,6,5423B,0
1011987290ns,h11,h22,2,2,27471B,0
1012116798ns,h12,h22,2,2,62225B,0
1012132949ns,h13,h22,2,3,1923415B,0
1012150367ns,h12,h20,2,3,3840797B,0
1012416950ns,h14,h23,2,3,8894B,0
1012462112ns,h15,h23,2,5,77892B,0
1012619812ns,h1,h23,2,5,606265B,0
1012648011ns,h7,h22,2,2,39410B,0
1012698550ns,h3,h21,2,5,4155915B,0
1012731547ns,h9,h21,2,8,27840B,0
1012981291ns,h16,h23,2,2,1238B,0
1013063040ns,h3,h22,2,6,2710B,0
1013095679ns,h12,h20,2,4,847974B,0
1013102670ns,h12,h21,2,7,128609B,0
1013163561ns,h16,h21,2,2,8321611B,0
1013214724ns,h13,h22,2,4,7745628B,0
1013230748ns,h12,h22,2,3,5703655B,0
1013250287ns,h14,h22,2,7,2800B,0
1013262074ns,h2,h22,2,4,1491348B,0
1013335499ns,h9,h20,2,4,1013248B,0
1013368414ns,h9,h22,2,6,642894B,0
1013436869ns,h15,h20,2,7,1123576B,0
1013447541ns,h7,h20,2,7,5193582B,0
1013480838ns,h16,h22,2,3,521129B,0
1013508411ns,h9,h21,2,9,44489B,0
1013573274ns,h14,h21,2,3,93592B,0
1013714949ns,h7,h22,2,3,20784B,0
1013755059ns,h3,h22,2,7,177929B,0
1013828199ns,h4,h23,2,6,593B,0
1013844962ns,h14,h21,2,4,10204B,0
1013866890ns,h4,h22,2,2,36681B,0
1013869698ns,h11,h20,2,8,1896231B,0
1013873688ns,h16,h23,2,3,1184994B,0
1013927195ns,h11,h21,2,3,37651B,0
1013969444ns,h3,h20,2,8,364304B,0
1013999813ns,h14,h22,2,8,2746B,0
1014020109ns,h2,h21,2,7,12772B,0
1014044230ns,h5,h20,2,6,17942713B,0
1014081713ns,h14,h22,2,9,28953B,0
1014098982ns,h6,h23,2,6,48958B,0
1014124596ns,h8,h22,2,7,111687B,0
1014130441ns,h9,h22,2,7,29340B,0
1014222389ns,h12,h23,2,5,68014B,0
1014223600ns,h7,h20,2,8,23970B,0
1014238757ns,h11,h20,2,9,3217B,0
1014277442ns,h16,h23,2,4,15917B,0
1014388489ns,h3,h23,2,2,78396B,0
1014434193ns,h13,h22,2,5,4724B,0
1014442585ns,h1,h22,2,5,50731B,0
1014446050ns,h4,h20,2,5,35704B,0
1014453987ns,h8,h23,2,7,53397B,0
1014519908ns,h11,h20,2,10,6626B,0
1014546819ns,h5,h23,2,3,5618396B,0
1014600094ns,h5,h23,2,4,67077B,0
1014640625ns,h9,h20,2,5,3225449B,0
1014658596ns,h7,h22,2,4,14152971B,0
1014669302ns,h5,h22,2,5,38730B,0
1014675467ns,h5,h21,2,3,68250B,0
1014707963ns,h7,h21,2,3,996762B,0
1014814442ns,h4,h23,2,7,56123B,0
1015067046ns,h5,h20,2,7,30380B,0
1015163185ns,h12,h20,2,5,1347509B,0
1015213516ns,h1,h20,2,7,4831993B,0
1015280053ns,h4,h21,2,3,6406346B,0
1015280514ns,h7,h21,2,4,413936B,0
1015315602ns,h16,h20,2,5,45114B,0
1015316697ns,h11,h23,2,4,13040347B,0
1015519474ns,h14,h20,2,4,511028B,0
1015553216ns,h11,h20,2,11,4388B,0
1015591678ns,h5,h23,2,5,5644B,0
1015639888ns,h7,h22,2,5,1498695B,0
1015691509ns,h7,h23,2,3,4077B,0
1015710293ns,h4,h23,2,8,523B,0
1015724695ns,h9,h21,2,10,48761B,0
1015850977ns,h12,h23,2,6,77462B,0
1015892227ns,h2,h20,2,5,61202B,0
1015938995ns,h5,h22,2,6,70450B,0
1015994631ns,h11,h21,2,4,174094B,0
1016038029ns,h5,h22,2,7,834420B,0
1016103176ns,h1,h21,2,2,55316B,0
1016127715ns,h10,h23,2,5,43666B,0
1016136824ns,h1,h21,2,3,22306038B,0
1016147141ns,h3,h22,2,8,26091B,0
1016219695ns,h5,h20,2,8,1771001B,0
1016270929ns,h3,h20,2,9,57204B,0
1016320952ns,h12,h20,2,6,41704B,0
1016327084ns,h1,h23,2,6,4257B,0
1016391579ns,h11,h21,2,5,3907368B,0
1016392274ns,h5,h20,2,9,1020041B,0
1016406997ns,h13,h23,2,3,5215050B,0
1016455449ns,h1,h23,2,7,61910B,0
1016532663ns,h13,h22,2,6,815367B,0
1016575885ns,h15,h21,2,2,7927B,0
1016642410ns,h3,h20,2,10,49590B,0
1016657387ns,h4,h21,2,4,20723B,0
1016693710ns,h14,h21,2,5,2806B,0
1016776099ns,h2,h20,2,6,8425810B,0
1016862800ns,h1,h21,2,4,21589B,0
1016939364ns,h12,h23,2,7,9756B,0
1016998243ns,h14,h23,2,4,19594B,0
1017024189ns,h6,h22,2,5,45606B,0
1017174754ns,h14,h21,2,6,108099B,0
1017177494ns,h3,h20,2,11,10266B,0
1017249829ns,h7,h23,2,4,22459925B,0
1017315902ns,h2,h21,2,8,18659473B,0
1017326112ns,h8,h23,2,8,9893B,0
1017367892ns,h14,h23,2,5,51363B,0
1017396142ns,h14,h23,2,6,839435B,0
1017402924ns,h1,h22,2,6,4329697B,0
1017423853ns,h13,h23,2,4,72016B,0
1017502806ns,h3,h23,2,3,6217619B,0
1017521776ns,h14,h21,2,7,34492B,0
1017549888ns,h9,h21,2,11,72717B,0
1017635184ns,h1,h20,2,8,72764B,0
1017760335ns,h6,h22,2,6,760545B,0
1017806816ns,h12,h22,2,4,20199B,0
1017814049ns,h6,h22,2,7,278164B,0
1017876002ns,h12,h20,2,7,21877B,0
1017907460ns,h12,h21,2,8,38044B,0
1018106950ns,h12,h22,2,5,9469033B,0
1018139399ns,h12,h21,2,9,4970241B,0
1018151448ns,h12,h23,2,8,2543551B,0
1018205919ns,h14,h22,2,10,2364B,0
1018219407ns,h15,h23,2,6,9891B,0
1018356444ns,h15,h20,2,8,25688B,0
1018439970ns,h10,h20,2,3,1841665B,0
1018482494ns,h15,h20,2,9,3269999B,0
1018519901ns,h14,h20,2,5,170768B,0
1018540508ns,h9,h21,2,12,1181316B,0
1018604869ns,h4,h21,2,5,2211661B,0
1018623291ns,h13,h20,2,5,4423B,0
1018659439ns,h8,h22,2,8,5642B,0
1018806046ns,h16,h20,2,6,4066859B,0
1018922319ns,h1,h23,2,8,2627B,0
1018947900ns,h3,h22,2,9,22509B,0
1019070001ns,h14,h21,2,8,2708B,0
1019109459ns,h2,h21,2,9,1019B,0
1019150917ns,h4,h23,2,9,3318640B,0
1019274948ns,h10,h22,2,4,36118B,0
1019290593ns,h13,h23,2,5,12138B,0
1019331471ns,h4,h20,2,6,9921B,0
1019403465ns,h6,h20,2,6,648669B,0
1019547317ns,h8,h20,2,6,9899876B,0
1019579233ns,h5,h23,2,6,74230B,0
1019604628ns,h12,h21,2,10,5077891B,0
1019819784ns,h7,h22,2,6,73637B,0
1019874658ns,h10,h23,2,6,155209B,0
1019897829ns,h11,h23,2,5,828570B,0
1019918359ns,h6,h23,2,7,2153299B,0
1019918547ns,h6,h21,2,7,1578463B,0
1019964080ns,h5,h20,2,10,23688375B,0
1020004688ns,h13,h20,2,6,1469653B,0
1020031743ns,h1,h21,2,5,5412908B,0
1020075672ns,h6,h22,2,8,20610B,0
1020084839ns,h1,h22,2,7,89285B,0
1020085333ns,h16,h22,2,4,197624B,0
1020145040ns,h14,h20,2,6,2770898B,0
1020234402ns,h13,h23,2,6,68972B,0
1020295251ns,h12,h22,2,6,1910402B,0
1020345537ns,h12,h22,2,7,47713B,0
1020350364ns,h9,h23,2,3,176665B,0
1020367495ns,h16,h23,2,5,3539498B,0
1020456901ns,h9,h23,2,4,1980594B,0
1020517122ns,h5,h20,2,11,655876B,0
1020555248ns,h14,h21,2,9,16B,0
1020561812ns,h5,h21,2,4,16393B,0
1020583876ns,h14,h21,2,10,74659B,0
1020632218ns,h16,h22,2,5,25445B,0
1020698091ns,h4,h22,2,3,4374B,0
1020734858ns,h11,h20,2,12,3796502B,0
1020772074ns,h8,h20,2,7,8067644B,0
1020900475ns,h8,h23,2,9,30560B,0
1020957319ns,h2,h23,2,7,51863B,0
1020985071ns,h5,h21,2,5,2301126B,0
1021113437ns,h14,h23,2,7,4150B,0
1021126144ns,h10,h20,2,4,527878B,0
1021146903ns,h12,h21,2,11,8488B,0
1021163830ns,h10,h22,2,5,28708B,0
1021189900ns,h15,h23,2,7,2898220B,0
1021215718ns,h15,h20,2,10,3701B,0
1021292226ns,h10,h23,2,7,2395B,0
1021310770ns,h7,h23,2,5,54122B,0
1021371591ns,h2,h23,2,8,71191B,0
1021397806ns,h7,h20,2,9,3899755B,0
1021495875ns,h14,h20,2,7,1171887B,0
1021533722ns,h13,h23,2,7,788350B,0
1021610595ns,h11,h21,2,6,10274B,0
1021613082ns,h6,h20,2,7,21137282B,0
1021644872ns,h12,h20,2,8,52570B,0
1021686098ns,h4,h21,2,6,294166B,0
1021725238ns,h5,h22,2,8,47336B,0
1021730801ns,h7,h20,2,10,3135B,0
1021842804ns,h9,h22,2,8,66359B,0
1021874155ns,h14,h21,2,11,10273B,0
1021946659ns,h9,h23,2,5,2164B,0
1021967311ns,h15,h23,2,8,339203B,0
1021994765ns,h2,h20,2,7,439730B,0
1022053326ns,h7,h20,2,11,7019B,0
1022069944ns,h10,h23,2,8,112817B,0
1022101112ns,h2,h22,2,5,39333B,0
1022137833ns,h11,h20,2,13,46682B,0
1022178615ns,h4,h22,2,4,1764198B,0
1022189084ns,h16,h21,2,3,70843B,0
1022325129ns,h1,h23,2,9,4438298B,0
1022381719ns,h12,h22,2,8,280957B,0
1022507932ns,h5,h20,2,12,65505B,0
1022593270ns,h3,h21,2,6,458501B,0
1022671933ns,h5,h20,2,13,37573B,0
1022705574ns,h13,h23,2,8,8288B,0
1022707791ns,h9,h23,2,6,860236B,0
1022771726ns,h14,h22,2,11,376299B,0
1022897686ns,h1,h21,2,6,1885664B,0
1022958961ns,h1,h23,2,10,8473B,0
1022994686ns,h1,h22,2,8,5841665B,0
1023072442ns,h4,h20,2,7,1993412B,0
1023131940ns,h5,h20,2,14,6206243B,0
1023182861ns,h15,h20,2,11,4176041B,0
1023183289ns,h9,h23,2,7,848051B,0
1023280100ns,h6,h22,2,9,2307525B,0
1023326411ns,h10,h20,2,5,77463B,0
1023489283ns,h16,h21,2,4,1854891B,0
1023516756ns,h10,h21,2,10,17825B,0
1023566054ns,h16,h20,2,7,1821141B,0
1023585965ns,h12,h23,2,9,60287B,0
1023593329ns,h4,h22,2,5,1566162B,0
1023749272ns,h11,h20,2,14,62800B,0
1023785304ns,h3,h21,2,7,1895587B,0
1023811034ns,h13,h23,2,9,5022B,0
1023905230ns,h13,h23,2,10,2976B,0
1023943601ns,h6,h20,2,8,7449255B,0
1023952683ns,h7,h20,2,12,69884B,0
1023990956ns,h14,h23,2,8,5076528B,0
1024042352ns,h9,h20,2,6,8198803B,0
1024047093ns,h2,h20,2,8,732089B,0
1024070284ns,h3,h23,2,4,151651B,0
1024128829ns,h2,h21,2,10,21597B,0
1024175554ns,h11,h20,2,15,6231B,0
1024199947ns,h11,h23,2,6,2581826B,0
1024280290ns,h8,h23,2,10,4663162B,0
1024339456ns,h13,h23,2,11,1793957B,0
1024363392ns,h13,h20,2,7,988019B,0
1024462627ns,h9,h23,2,8,54641B,0
1024531284ns,h4,h22,2,6,31062B,0
1024596606ns,h6,h22,2,10,7562B,0
1024660592ns,h6,h20,2,9,55993B,0
1024662972ns,h11,h22,2,3,141736B,0
1024717640ns,h6,h20,2,10,6634327B,0
1024740965ns,h6,h20,2,11,7553912B,0
1024768299ns,h12,h22,2,9,53609B,0
1024776132ns,h12,h20,2,9,6614B,0
1024855589ns,h10,h22,2,6,1738187B,0
1024941646ns,h5,h22,2,9,1342793B,0
1024998852ns,h5,h21,2,6,2046B,0
1025011183ns,h11,h20,2,16,60781B,0
1025075410ns,h6,h21,2,8,891344B,0
1025124457ns,h1,h22,2,9,2008B,0
1025165599ns,h2,h20,2,9,6377310B,0
1025187502ns,h8,h21,2,2,9445891B,0
1025193585ns,h11,h21,2,7,1225427B,0
1025199225ns,h11,h20,2,17,5235B,0
1025233087ns,h3,h21,2,8,4688B,0
1025252612ns,h3,h20,2,12,41850B,0
1025254670ns,h6,h20,2,12,1958B,0
1025284089ns,h16,h22,2,6,39575B,0
1025290343ns,h8,h22,2,9,664B,0
1025383610ns,h8,h20,2,8,12882341B,0
1025446033ns,h16,h21,2,5,2570200B,0
1025448742ns,h15,h21,2,3,4701B,0
1025534243ns,h4,h21,2,7,4803052B,0
1025557826ns,h15,h23,2,9,20797B,0
1025559589ns,h11,h20,2,18,20479B,0
1025713953ns,h8,h23,2,11,790073B,0
1025909692ns,h15,h22,2,9,7733019B,0
1025957212ns,h7,h22,2,7,8212B,0
1025978952ns,h3,h21,2,9,478B,0
1025984783ns,h8,h20,2,9,43826B,0
1026000710ns,h1,h21,2,7,1643B,0
1026061235ns,h11,h22,2,4,238785B,0
1026138367ns,h14,h22,2,12,3775268B,0
1026143897ns,h8,h23,2,12,17398B,0
1026145903ns,h11,h22,2,5,7492B,0
1026192746ns,h10,h22,2,7,38889B,0
1026276948ns,h8,h22,2,10,9226537B,0
1026332247ns,h13,h21,2,5,8677B,0
1026629232ns,h13,h20,2,8,9751375B,0
1026750390ns,h5,h20,2,15,42447B,0
1026769349ns,h3,h22,2,10,66931B,0
1026788139ns,h6,h21,2,9,29263B,0
1026818583ns,h14,h23,2,9,7651917B,0
1026846847ns,h13,h21,2,6,9153421B,0
1026855631ns,h14,h21,2,12,487325B,0
1026871874ns,h14,h21,2,13,16809B,0
1026935336ns,h14,h22,2,13,25301192B,0
1026957800ns,h13,h21,2,7,6838B,0
1026994812ns,h14,h21,2,14,167170B,0
1027025841ns,h9,h21,2,13,11280B,0
1027038442ns,h3,h22,2,11,4930259B,0
1027158508ns,h3,h22,2,12,8262742B,0
1027213981ns,h6,h23,2,8,2131708B,0
1027344155ns,h2,h20,2,10,33178B,0
1027384244ns,h13,h21,2,8,24283B,0
1027413266ns,h2,h20,2,11,1548584B,0
1027553351ns,h8,h23,2,13,29105B,0
1027587597ns,h3,h20,2,13,54565B,0
1027620825ns,h14,h20,2,8,3083B,0
1027634219ns,h3,h21,2,10,8815B,0
1027641002ns,h12,h23,2,10,1369B,0
1027773786ns,h2,h22,2,6,5194B,0
1027844577ns,h13,h23,2,12,4880B,0
1027850220ns,h5,h21,2,7,54668B,0
1027929204ns,h11,h23,2,7,115618B,0
1027948076ns,h16,h22,2,7,1408788B,0
1028006638ns,h6,h22,2,11,9485B,0
1028023050ns,h13,h20,2,9,55120B,0
1028031765ns,h14,h21,2,15,495728B,0
1028056618ns,h3,h23,2,5,5637B,0
1028073991ns,h15,h22,2,10,60341B,0
1028076256ns,h2,h20,2,12,43851B,0
1028082286ns,h9,h23,2,9,8495137B,0
1028121802ns,h5,h23,2,7,3857B,0
1028191499ns,h4,h20,2,8,51990B,0
1028276749ns,h13,h23,2,13,53975B,0
1028427171ns,h11,h22,2,6,1281805B,0
1028439884ns,h7,h23,2,6,34134B,0
1028471413ns,h10,h21,2,11,20399B,0
1028480304ns,h9,h22,2,9,29331B,0
1028499671ns,h13,h22,2,7,66358B,0
1028538498ns,h2,h23,2,9,8590594B,0
1028591738ns,h10,h20,2,6,1965170B,0
1028633595ns,h4,h21,2,8,27697B,0
1028635038ns,h4,h20,2,9,128311B,0
1028660020ns,h12,h22,2,10,905602B,0
1028670780ns,h14,h20,2,9,1956571B,0
1028676887ns,h14,h21,2,16,60653B,0
1028769867ns,h10,h23,2,9,49755B,0
1028899768ns,h11,h23,2,8,1676407B,0
1028954301ns,h14,h21,2,17,57319B,0
1028965873ns,h9,h23,2,10,24795B,0
1028968289ns,h3,h23,2,6,62333B,0
1029055017ns,h2,h21,2,11,7650331B,0
1029098755ns,h9,h21,2,14,9504B,0
1029252172ns,h6,h23,2,9,64408B,0
1029263524ns,h5,h22,2,10,498428B,0
1029293056ns,h13,h21,2,9,69220B,0
1029316226ns,h15,h22,2,11,20363B,0
1029414348ns,h12,h23,2,11,122B,0
1029470390ns,h5,h20,2,16,991933B,0
1029553794ns,h2,h23,2,10,349884B,0
1029570675ns,h14,h21,2,18,518B,0
1029571131ns,h5,h22,2,11,29856B,0
1029573306ns,h15,h20,2,12,1686342B,0
1029574263ns,h4,h23,2,10,431363B,0
1029603055ns,h14,h23,2,10,106071B,0
1029675278ns,h11,h20,2,19,11244B,0
1029759468ns,h11,h21,2,8,1062940B,0
1029803069ns,h5,h22,2,12,66484B,0
1029876921ns,h1,h20,2,9,825429B,0
1029880334ns,h8,h22,2,11,1600898B,0
1029914942ns,h10,h21,2,12,23236B,0
1029926726ns,h3,h23,2,7,1619950B,0
